Identified/Not Identified by Country of Beneficial Ownership,Region of Beneficial Ownership,Sub-Region of Beneficial Ownership,date,value
Reported,Asia,North Asia,40178,7062500000
Reported,Asia,North Asia,40209,7537500000
Reported,Asia,North Asia,40237,7225500000
Reported,Asia,North Asia,40268,8210900000
Reported,Asia,North Asia,40298,7350600000
Reported,Asia,North Asia,40329,7657800000
Reported,Asia,North Asia,40359,6950900000
Reported,Asia,North Asia,40389,7164550000
Reported,Asia,North Asia,40421,7349960000
Reported,Asia,North Asia,40451,7099300000
Reported,Asia,North Asia,40482,7010300000
Reported,Asia,North Asia,40512,7999260000
Reported,Asia,North Asia,40543,6226300000
Reported,Asia,North Asia,40574,7252400000
Reported,Asia,North Asia,40602,7198300000
Reported,Asia,North Asia,40633,6712500000
Reported,Asia,North Asia,40662,6635200000
Reported,Asia,North Asia,40694,6683800000
Reported,Asia,North Asia,40724,7558300000
Reported,Asia,North Asia,40753,7065800000
Reported,Asia,North Asia,40786,6492800000
Reported,Asia,North Asia,40816,6692800000
Reported,Asia,North Asia,40847,6956800000
Reported,Asia,North Asia,40877,7216000000
Reported,Asia,North Asia,40907,7956900000
Reported,Asia,North Asia,40939,8861500000
Reported,Asia,North Asia,40968,10184600000
Reported,Asia,North Asia,40998,12083050000
Reported,Asia,North Asia,41029,10025200000
Reported,Asia,North Asia,41060,9989400000
Reported,Asia,North Asia,41089,11290400000
Reported,Asia,North Asia,41121,10090300000
Reported,Asia,North Asia,41152,9393900000
Reported,Asia,North Asia,41180,9943500000
Reported,Asia,North Asia,41213,9986000000
Reported,Asia,North Asia,41243,8931900000
Reported,Asia,North Asia,41274,7806700000
Reported,Asia,North Asia,41305,8897500000
Reported,Asia,North Asia,41333,9241300000
Reported,Asia,North Asia,41361,8914000000
Reported,Asia,North Asia,41394,8313000000
Reported,Asia,North Asia,41425,9902100000
Reported,Asia,North Asia,41453,9228300000
Reported,Asia,North Asia,41486,9607600000
Reported,Asia,North Asia,41516,10297000000
Reported,Asia,North Asia,41547,10251500000
Reported,Asia,North Asia,41578,11543500000
Reported,Asia,North Asia,41607,11684500000
Reported,Asia,North Asia,41639,11438000000
Reported,Asia,North Asia,41670,9923500000
Reported,Asia,North Asia,41698,10459500000
Reported,Asia,North Asia,41729,11062900000
Reported,Asia,North Asia,41759,10899237000
Reported,Asia,North Asia,41789,11941900000
Reported,Asia,North Asia,41820,11538600000
Reported,Asia,North Asia,41851,12469600000
Reported,Asia,North Asia,41880,12374800000
Reported,Asia,North Asia,41912,12020500000
Reported,Asia,North Asia,41943,12482900000
Reported,Asia,North Asia,41971,12878900000
Reported,Asia,North Asia,42004,13789300000
Reported,Asia,North Asia,42034,13531600000
Reported,Asia,North Asia,42062,13795220000
Reported,Asia,North Asia,42094,13533620000
Reported,Asia,North Asia,42124,10649100000
Reported,Asia,North Asia,42153,9355900000
Reported,Asia,North Asia,42185,10826500000
Reported,Asia,North Asia,42216,12645500000
Reported,Asia,North Asia,42247,12518300000
Reported,Asia,North Asia,42277,12233100000
Reported,Asia,North Asia,42307,12973000000
Reported,Asia,North Asia,42338,12565600000
Reported,Asia,North Asia,42369,12981300000
Reported,Asia,North Asia,42398,12698400000
Reported,Asia,North Asia,42429,12538800000
Reported,Asia,North Asia,42460,14767600000
Reported,Asia,North Asia,42489,13020500000
Reported,Asia,North Asia,42521,12177100000
Reported,Asia,North Asia,42551,12429300000
Reported,Asia,North Asia,42580,11492900000
Reported,Asia,North Asia,42613,12644600000
Reported,Asia,North Asia,42643,12448700000
Reported,Asia,North Asia,42674,12604300000
Reported,Asia,North Asia,42704,12184200000
Reported,Asia,North Asia,42734,10867400000
Reported,Asia,North Asia,42766,12523800000
Reported,Asia,North Asia,42794,12908500000
Reported,Asia,North Asia,42825,13421000000
Reported,Asia,North Asia,42853,12787400000
Reported,Asia,North Asia,42886,14131300000
Reported,Asia,North Asia,42916,14386000000
Reported,Asia,North Asia,42947,14881000000
Reported,Asia,North Asia,42978,14933900000
Reported,Asia,North Asia,43007,14544300000
Reported,Asia,North Asia,43039,14332500000
Reported,Asia,North Asia,43069,13722000000
Reported,Asia,North Asia,43098,15631550000
Reported,Asia,North Asia,43131,17774600000
Reported,Asia,North Asia,43159,19177200000
Reported,Asia,North Asia,43188,18000880000
Reported,Asia,North Asia,43220,18814576000
Reported,Asia,North Asia,43251,17991400000
Reported,Asia,North Asia,43280,17291200000
Reported,Asia,North Asia,43312,18018500000
Reported,Asia,North Asia,43343,18337095000
Reported,Asia,North Asia,43371,18722700000
Reported,Asia,North Asia,43404,18870820000
Reported,Asia,North Asia,43434,19087680000
Reported,Asia,North Asia,43465,17858290000
Reported,Asia,North Asia,43496,18718290000
Reported,Asia,North Asia,43524,19531310000
Reported,Asia,North Asia,43555,18507480000
Reported,Asia,North Asia,43585,18515127000
Reported,Asia,North Asia,43616,19898803013.369999
Reported,Asia,North Asia,43646,20284070000
Reported,Asia,North Asia,43677,19238652000
Reported,Asia,North Asia,43708,19763680000
Reported,Asia,North Asia,43738,18196252000
Reported,Asia,North Asia,43769,18728782000
Reported,Asia,North Asia,43799,19797971000
Reported,Asia,North Asia,43830,21249479000
Reported,Asia,North Asia,43861,22885395000
Reported,Asia,North Asia,43890,22629474000
Reported,Asia,North Asia,43921,19201267000
Reported,Asia,North Asia,43951,20864930000
Reported,Asia,North Asia,43982,24345608000
Reported,Asia,North Asia,44012,25317802000
Reported,Asia,North Asia,44043,30558475000
Reported,Asia,North Asia,44074,34403031000
Reported,Asia,North Asia,44104,24109435000
Reported,Asia,North Asia,44135,23726221000
Reported,Asia,North Asia,44165,22330036000
Reported,Asia,North Asia,44196,21168825000
Reported,Asia,North Asia,44227,20644026000
Reported,Asia,North Asia,44255,18626974000
Reported,Asia,North Asia,44286,16575450000
Reported,Asia,North Asia,44316,17088450000
Reported,Asia,North Asia,44347,17286450000
Reported,Asia,North Asia,44377,16307194000
Reported,Asia,North Asia,44408,16960194000
Reported,Asia,North Asia,44439,17275276000
Reported,Asia,North Asia,44469,16438776000
Reported,Asia,North Asia,44500,15655333000
Reported,Asia,North Asia,44530,14662933000
Reported,Asia,North Asia,44561,13956433000
Reported,Asia,North Asia,44592,13182359000
Reported,Asia,North Asia,44620,9268659000
Reported,Asia,North Asia,44651,9564467000
Reported,Asia,North Asia,44681,9424467000
Reported,Asia,North Asia,44712,9615467000
Reported,Asia,North Asia,44742,10186467000
Reported,Asia,North Asia,44773,9491288000
Reported,Asia,North Asia,44804,9670288000
Reported,Asia,North Asia,44834,9884944000
Reported,Asia,North Asia,44865,9784944000
Reported,Asia,North Asia,44895,10507790000
Reported,Asia,North Asia,44926,9897945000
Reported,Asia,North Asia,44957,10170591000
Reported,Asia,North Asia,44985,11641742000
Reported,Asia,North Asia,45016,11866942000
Reported,Asia,North Asia,45046,12256942000
Reported,Asia,North Asia,45077,12048942000
Reported,Asia,North Asia,45107,12168942000
Reported,Asia,South and South East Asia,40178,3996805000
Reported,Asia,South and South East Asia,40209,3633610000
Reported,Asia,South and South East Asia,40237,3414805000
Reported,Asia,South and South East Asia,40268,4544805000
Reported,Asia,South and South East Asia,40298,4871915000
Reported,Asia,South and South East Asia,40329,4736605000
Reported,Asia,South and South East Asia,40359,4820355000
Reported,Asia,South and South East Asia,40389,5251057000
Reported,Asia,South and South East Asia,40421,6286805000
Reported,Asia,South and South East Asia,40451,6802570000
Reported,Asia,South and South East Asia,40482,7290805000
Reported,Asia,South and South East Asia,40512,7851805000
Reported,Asia,South and South East Asia,40543,8058805000
Reported,Asia,South and South East Asia,40574,8427805000
Reported,Asia,South and South East Asia,40602,8296880000
Reported,Asia,South and South East Asia,40633,8640555000
Reported,Asia,South and South East Asia,40662,8667555000
Reported,Asia,South and South East Asia,40694,9207855000
Reported,Asia,South and South East Asia,40724,8837405000
Reported,Asia,South and South East Asia,40753,15319405000
Reported,Asia,South and South East Asia,40786,14003905000
Reported,Asia,South and South East Asia,40816,15029005000
Reported,Asia,South and South East Asia,40847,17174405000
Reported,Asia,South and South East Asia,40877,19189805000
Reported,Asia,South and South East Asia,40907,21580805000
Reported,Asia,South and South East Asia,40939,21668805000
Reported,Asia,South and South East Asia,40968,23260805000
Reported,Asia,South and South East Asia,40998,22720805000
Reported,Asia,South and South East Asia,41029,22230465000
Reported,Asia,South and South East Asia,41060,22261305000
Reported,Asia,South and South East Asia,41089,22265305000
Reported,Asia,South and South East Asia,41121,21438305000
Reported,Asia,South and South East Asia,41152,20447305000
Reported,Asia,South and South East Asia,41180,20806605000
Reported,Asia,South and South East Asia,41213,20541105000
Reported,Asia,South and South East Asia,41243,19437105000
Reported,Asia,South and South East Asia,41274,19023105000
Reported,Asia,South and South East Asia,41305,17946105000
Reported,Asia,South and South East Asia,41333,18093105000
Reported,Asia,South and South East Asia,41361,16852081000
Reported,Asia,South and South East Asia,41394,16794181000
Reported,Asia,South and South East Asia,41425,15501728000
Reported,Asia,South and South East Asia,41453,15316028000
Reported,Asia,South and South East Asia,41486,15174028000
Reported,Asia,South and South East Asia,41516,14832028000
Reported,Asia,South and South East Asia,41547,14886028000
Reported,Asia,South and South East Asia,41578,15206028000
Reported,Asia,South and South East Asia,41607,15847828000
Reported,Asia,South and South East Asia,41639,15342852000
Reported,Asia,South and South East Asia,41670,15571352000
Reported,Asia,South and South East Asia,41698,15830052000
Reported,Asia,South and South East Asia,41729,16555352000
Reported,Asia,South and South East Asia,41759,15973552000
Reported,Asia,South and South East Asia,41789,15264552000
Reported,Asia,South and South East Asia,41820,14644752000
Reported,Asia,South and South East Asia,41851,15007352000
Reported,Asia,South and South East Asia,41880,15348952000
Reported,Asia,South and South East Asia,41912,15758452000
Reported,Asia,South and South East Asia,41943,15446152000
Reported,Asia,South and South East Asia,41971,15799152000
Reported,Asia,South and South East Asia,42004,16318152000
Reported,Asia,South and South East Asia,42034,16187406000
Reported,Asia,South and South East Asia,42062,17030808000
Reported,Asia,South and South East Asia,42094,17352229000
Reported,Asia,South and South East Asia,42124,18068287000
Reported,Asia,South and South East Asia,42153,18053787000
Reported,Asia,South and South East Asia,42185,17852287000
Reported,Asia,South and South East Asia,42216,16816552000
Reported,Asia,South and South East Asia,42247,16253552000
Reported,Asia,South and South East Asia,42277,16454552000
Reported,Asia,South and South East Asia,42307,15429552000
Reported,Asia,South and South East Asia,42338,15918552000
Reported,Asia,South and South East Asia,42369,15863552000
Reported,Asia,South and South East Asia,42398,16426552000
Reported,Asia,South and South East Asia,42429,16583752000
Reported,Asia,South and South East Asia,42460,16460252000
Reported,Asia,South and South East Asia,42489,16330252000
Reported,Asia,South and South East Asia,42521,16618252000
Reported,Asia,South and South East Asia,42551,17003752000
Reported,Asia,South and South East Asia,42580,17079252000
Reported,Asia,South and South East Asia,42613,16811452000
Reported,Asia,South and South East Asia,42643,18112942000
Reported,Asia,South and South East Asia,42674,19020942000
Reported,Asia,South and South East Asia,42704,17881242000
Reported,Asia,South and South East Asia,42734,15285942000
Reported,Asia,South and South East Asia,42766,13780642000
Reported,Asia,South and South East Asia,42794,10841200000
Reported,Asia,South and South East Asia,42825,11226650000
Reported,Asia,South and South East Asia,42853,11139850000
Reported,Asia,South and South East Asia,42886,11505850000
Reported,Asia,South and South East Asia,42916,11995400000
Reported,Asia,South and South East Asia,42947,11636440000
Reported,Asia,South and South East Asia,42978,11899440000
Reported,Asia,South and South East Asia,43007,13442140000
Reported,Asia,South and South East Asia,43039,13093165000
Reported,Asia,South and South East Asia,43069,13255415000
Reported,Asia,South and South East Asia,43098,13610365000
Reported,Asia,South and South East Asia,43131,12911965000
Reported,Asia,South and South East Asia,43159,12996865000
Reported,Asia,South and South East Asia,43188,13003125000
Reported,Asia,South and South East Asia,43220,13138525000
Reported,Asia,South and South East Asia,43251,13374800000
Reported,Asia,South and South East Asia,43280,13003300000
Reported,Asia,South and South East Asia,43312,13144450000
Reported,Asia,South and South East Asia,43343,13632595000
Reported,Asia,South and South East Asia,43371,13870595000
Reported,Asia,South and South East Asia,43404,13543195000
Reported,Asia,South and South East Asia,43434,13518195000
Reported,Asia,South and South East Asia,43465,13098195000
Reported,Asia,South and South East Asia,43496,14689195000
Reported,Asia,South and South East Asia,43524,14788995000
Reported,Asia,South and South East Asia,43555,14134660000
Reported,Asia,South and South East Asia,43585,14064710000
Reported,Asia,South and South East Asia,43616,14437310000
Reported,Asia,South and South East Asia,43646,14521310000
Reported,Asia,South and South East Asia,43677,14393110000
Reported,Asia,South and South East Asia,43708,14364110000
Reported,Asia,South and South East Asia,43738,14636510000
Reported,Asia,South and South East Asia,43769,14587935000
Reported,Asia,South and South East Asia,43799,14763935000
Reported,Asia,South and South East Asia,43830,15218935000
Reported,Asia,South and South East Asia,43861,14966935000
Reported,Asia,South and South East Asia,43890,13953935000
Reported,Asia,South and South East Asia,43921,13911435000
Reported,Asia,South and South East Asia,43951,14830435000
Reported,Asia,South and South East Asia,43982,17459085000
Reported,Asia,South and South East Asia,44012,18381185000
Reported,Asia,South and South East Asia,44043,19433785000
Reported,Asia,South and South East Asia,44074,22169285000
Reported,Asia,South and South East Asia,44104,24866085000
Reported,Asia,South and South East Asia,44135,27304585000
Reported,Asia,South and South East Asia,44165,27589435000
Reported,Asia,South and South East Asia,44196,28103535000
Reported,Asia,South and South East Asia,44227,27976285000
Reported,Asia,South and South East Asia,44255,28057485000
Reported,Asia,South and South East Asia,44286,28920435000
Reported,Asia,South and South East Asia,44316,29535700000
Reported,Asia,South and South East Asia,44347,29800754000
Reported,Asia,South and South East Asia,44377,28181116000
Reported,Asia,South and South East Asia,44408,26852079000
Reported,Asia,South and South East Asia,44439,26011085000
Reported,Asia,South and South East Asia,44469,25966156000
Reported,Asia,South and South East Asia,44500,26539900000
Reported,Asia,South and South East Asia,44530,26615051000
Reported,Asia,South and South East Asia,44561,26887500000
Reported,Asia,South and South East Asia,44592,27766600000
Reported,Asia,South and South East Asia,44620,28986900000
Reported,Asia,South and South East Asia,44651,29349600000
Reported,Asia,South and South East Asia,44681,29730400000
Reported,Asia,South and South East Asia,44712,33123100000
Reported,Asia,South and South East Asia,44742,36273200000
Reported,Asia,South and South East Asia,44773,36236900000
Reported,Asia,South and South East Asia,44804,36240500000
Reported,Asia,South and South East Asia,44834,37786500000
Reported,Asia,South and South East Asia,44865,39749900000
Reported,Asia,South and South East Asia,44895,37850700000
Reported,Asia,South and South East Asia,44926,38187200000
Reported,Asia,South and South East Asia,44957,38476200000
Reported,Asia,South and South East Asia,44985,39774200000
Reported,Asia,South and South East Asia,45016,38949300000
Reported,Asia,South and South East Asia,45046,35300400000
Reported,Asia,South and South East Asia,45077,37128900000
Reported,Asia,South and South East Asia,45107,37296300000
Reported,Asia,Total Asia,40178,11059305000
Reported,Asia,Total Asia,40209,11171110000
Reported,Asia,Total Asia,40237,10640305000
Reported,Asia,Total Asia,40268,12755705000
Reported,Asia,Total Asia,40298,12222515000
Reported,Asia,Total Asia,40329,12394405000
Reported,Asia,Total Asia,40359,11771255000
Reported,Asia,Total Asia,40389,12415607000
Reported,Asia,Total Asia,40421,13636765000
Reported,Asia,Total Asia,40451,13901870000
Reported,Asia,Total Asia,40482,14301105000
Reported,Asia,Total Asia,40512,15851065000
Reported,Asia,Total Asia,40543,14285105000
Reported,Asia,Total Asia,40574,15680205000
Reported,Asia,Total Asia,40602,15495180000
Reported,Asia,Total Asia,40633,15353055000
Reported,Asia,Total Asia,40662,15302755000
Reported,Asia,Total Asia,40694,15891655000
Reported,Asia,Total Asia,40724,16395705000
Reported,Asia,Total Asia,40753,22385205000
Reported,Asia,Total Asia,40786,20496705000
Reported,Asia,Total Asia,40816,21721805000
Reported,Asia,Total Asia,40847,24131205000
Reported,Asia,Total Asia,40877,26405805000
Reported,Asia,Total Asia,40907,29537705000
Reported,Asia,Total Asia,40939,30530305000
Reported,Asia,Total Asia,40968,33445405000
Reported,Asia,Total Asia,40998,34803855000
Reported,Asia,Total Asia,41029,32255665000
Reported,Asia,Total Asia,41060,32250705000
Reported,Asia,Total Asia,41089,33555705000
Reported,Asia,Total Asia,41121,31528605000
Reported,Asia,Total Asia,41152,29841205000
Reported,Asia,Total Asia,41180,30750105000
Reported,Asia,Total Asia,41213,30527105000
Reported,Asia,Total Asia,41243,28369005000
Reported,Asia,Total Asia,41274,26829805000
Reported,Asia,Total Asia,41305,26843605000
Reported,Asia,Total Asia,41333,27334405000
Reported,Asia,Total Asia,41361,25766081000
Reported,Asia,Total Asia,41394,25107181000
Reported,Asia,Total Asia,41425,25403828000
Reported,Asia,Total Asia,41453,24544328000
Reported,Asia,Total Asia,41486,24781628000
Reported,Asia,Total Asia,41516,25129028000
Reported,Asia,Total Asia,41547,25137528000
Reported,Asia,Total Asia,41578,26749528000
Reported,Asia,Total Asia,41607,27532328000
Reported,Asia,Total Asia,41639,26780852000
Reported,Asia,Total Asia,41670,25494852000
Reported,Asia,Total Asia,41698,26289552000
Reported,Asia,Total Asia,41729,27618252000
Reported,Asia,Total Asia,41759,26872789000
Reported,Asia,Total Asia,41789,27206452000
Reported,Asia,Total Asia,41820,26183352000
Reported,Asia,Total Asia,41851,27476952000
Reported,Asia,Total Asia,41880,27723752000
Reported,Asia,Total Asia,41912,27778952000
Reported,Asia,Total Asia,41943,27929052000
Reported,Asia,Total Asia,41971,28678052000
Reported,Asia,Total Asia,42004,30107452000
Reported,Asia,Total Asia,42034,29719006000
Reported,Asia,Total Asia,42062,30826028000
Reported,Asia,Total Asia,42094,30885849000
Reported,Asia,Total Asia,42124,28717387000
Reported,Asia,Total Asia,42153,27409687000
Reported,Asia,Total Asia,42185,28678787000
Reported,Asia,Total Asia,42216,29462052000
Reported,Asia,Total Asia,42247,28771852000
Reported,Asia,Total Asia,42277,28687652000
Reported,Asia,Total Asia,42307,28402552000
Reported,Asia,Total Asia,42338,28484152000
Reported,Asia,Total Asia,42369,28844852000
Reported,Asia,Total Asia,42398,29124952000
Reported,Asia,Total Asia,42429,29122552000
Reported,Asia,Total Asia,42460,31227852000
Reported,Asia,Total Asia,42489,29350752000
Reported,Asia,Total Asia,42521,28795352000
Reported,Asia,Total Asia,42551,29433052000
Reported,Asia,Total Asia,42580,28572152000
Reported,Asia,Total Asia,42613,29456052000
Reported,Asia,Total Asia,42643,30561642000
Reported,Asia,Total Asia,42674,31625242000
Reported,Asia,Total Asia,42704,30065442000
Reported,Asia,Total Asia,42734,26153342000
Reported,Asia,Total Asia,42766,26304442000
Reported,Asia,Total Asia,42794,23749700000
Reported,Asia,Total Asia,42825,24647650000
Reported,Asia,Total Asia,42853,23927250000
Reported,Asia,Total Asia,42886,25637150000
Reported,Asia,Total Asia,42916,26381400000
Reported,Asia,Total Asia,42947,26517440000
Reported,Asia,Total Asia,42978,26833340000
Reported,Asia,Total Asia,43007,27986440000
Reported,Asia,Total Asia,43039,27425665000
Reported,Asia,Total Asia,43069,26977415000
Reported,Asia,Total Asia,43098,29241915000
Reported,Asia,Total Asia,43131,30686565000
Reported,Asia,Total Asia,43159,32174065000
Reported,Asia,Total Asia,43188,31004005000
Reported,Asia,Total Asia,43220,31953101000
Reported,Asia,Total Asia,43251,31366200000
Reported,Asia,Total Asia,43280,30294500000
Reported,Asia,Total Asia,43312,31162950000
Reported,Asia,Total Asia,43343,31969690000
Reported,Asia,Total Asia,43371,32593295000
Reported,Asia,Total Asia,43404,32414015000
Reported,Asia,Total Asia,43434,32605875000
Reported,Asia,Total Asia,43465,30956485000
Reported,Asia,Total Asia,43496,33407485000
Reported,Asia,Total Asia,43524,34320305000
Reported,Asia,Total Asia,43555,32642140000
Reported,Asia,Total Asia,43585,32579837000
Reported,Asia,Total Asia,43616,34336113013.369999
Reported,Asia,Total Asia,43646,34805380000
Reported,Asia,Total Asia,43677,33631762000
Reported,Asia,Total Asia,43708,34127790000
Reported,Asia,Total Asia,43738,32832762000
Reported,Asia,Total Asia,43769,33316717000
Reported,Asia,Total Asia,43799,34561906000
Reported,Asia,Total Asia,43830,36468414000
Reported,Asia,Total Asia,43861,37852330000
Reported,Asia,Total Asia,43890,36583409000
Reported,Asia,Total Asia,43921,33112702000
Reported,Asia,Total Asia,43951,35695365000
Reported,Asia,Total Asia,43982,41804693000
Reported,Asia,Total Asia,44012,43698987000
Reported,Asia,Total Asia,44043,49992260000
Reported,Asia,Total Asia,44074,56572316000
Reported,Asia,Total Asia,44104,48975520000
Reported,Asia,Total Asia,44135,51030806000
Reported,Asia,Total Asia,44165,49919471000
Reported,Asia,Total Asia,44196,49272360000
Reported,Asia,Total Asia,44227,48620311000
Reported,Asia,Total Asia,44255,46684459000
Reported,Asia,Total Asia,44286,45495885000
Reported,Asia,Total Asia,44316,46624150000
Reported,Asia,Total Asia,44347,47087204000
Reported,Asia,Total Asia,44377,44488310000
Reported,Asia,Total Asia,44408,43812273000
Reported,Asia,Total Asia,44439,43286361000
Reported,Asia,Total Asia,44469,42404932000
Reported,Asia,Total Asia,44500,42195233000
Reported,Asia,Total Asia,44530,41277984000
Reported,Asia,Total Asia,44561,40843933000
Reported,Asia,Total Asia,44592,40948959000
Reported,Asia,Total Asia,44620,38255559000
Reported,Asia,Total Asia,44651,38914067000
Reported,Asia,Total Asia,44681,39154867000
Reported,Asia,Total Asia,44712,42738567000
Reported,Asia,Total Asia,44742,46459667000
Reported,Asia,Total Asia,44773,45728188000
Reported,Asia,Total Asia,44804,45910788000
Reported,Asia,Total Asia,44834,47671444000
Reported,Asia,Total Asia,44865,49534844000
Reported,Asia,Total Asia,44895,48358490000
Reported,Asia,Total Asia,44926,48085145000
Reported,Asia,Total Asia,44957,48646791000
Reported,Asia,Total Asia,44985,51415942000
Reported,Asia,Total Asia,45016,50816242000
Reported,Asia,Total Asia,45046,47557342000
Reported,Asia,Total Asia,45077,49177842000
Reported,Asia,Total Asia,45107,49465242000
Reported,Australia,Australia,40178,45223169925.629997
Reported,Australia,Australia,40209,46174207925.629997
Reported,Australia,Australia,40237,47456092495.629997
Reported,Australia,Australia,40268,49772073495.629997
Reported,Australia,Australia,40298,48958370495.629997
Reported,Australia,Australia,40329,49102372495.629997
Reported,Australia,Australia,40359,47890881495.629997
Reported,Australia,Australia,40389,49522650495.629997
Reported,Australia,Australia,40421,44584158495.629997
Reported,Australia,Australia,40451,45672993495.629997
Reported,Australia,Australia,40482,38410019846.059998
Reported,Australia,Australia,40512,43032621846.059998
Reported,Australia,Australia,40543,40551899846.059998
Reported,Australia,Australia,40574,39253286846.059998
Reported,Australia,Australia,40602,37927606846.059998
Reported,Australia,Australia,40633,41546889846.059998
Reported,Australia,Australia,40662,40771669846.059998
Reported,Australia,Australia,40694,44818664846.059998
Reported,Australia,Australia,40724,39847489846.059998
Reported,Australia,Australia,40753,37339041846.059998
Reported,Australia,Australia,40786,39674600846.059998
Reported,Australia,Australia,40816,40438078846.059998
Reported,Australia,Australia,40847,40992580846
Reported,Australia,Australia,40877,40841107846
Reported,Australia,Australia,40907,36871798846
Reported,Australia,Australia,40939,33864473846
Reported,Australia,Australia,40968,34197410846
Reported,Australia,Australia,40998,37485146846
Reported,Australia,Australia,41029,34495572846
Reported,Australia,Australia,41060,38379109446
Reported,Australia,Australia,41089,38677530446
Reported,Australia,Australia,41121,38375832446
Reported,Australia,Australia,41152,44867327446
Reported,Australia,Australia,41180,45466205446
Reported,Australia,Australia,41213,46959000446
Reported,Australia,Australia,41243,46601397446
Reported,Australia,Australia,41274,51376877446
Reported,Australia,Australia,41305,50613915246
Reported,Australia,Australia,41333,51973619146
Reported,Australia,Australia,41361,53401803146
Reported,Australia,Australia,41394,57808503246
Reported,Australia,Australia,41425,50332064846
Reported,Australia,Australia,41453,48031300746
Reported,Australia,Australia,41486,48204503746
Reported,Australia,Australia,41516,51044062746
Reported,Australia,Australia,41547,53460078746
Reported,Australia,Australia,41578,53851045746
Reported,Australia,Australia,41607,56794134746
Reported,Australia,Australia,41639,55157400336.059998
Reported,Australia,Australia,41670,56369321336.059998
Reported,Australia,Australia,41698,57384980336.059998
Reported,Australia,Australia,41729,61530112336.059998
Reported,Australia,Australia,41759,63709189686
Reported,Australia,Australia,41789,65828627336.059998
Reported,Australia,Australia,41820,55540745336.059998
Reported,Australia,Australia,41851,64539466336.059998
Reported,Australia,Australia,41880,66169600736.059998
Reported,Australia,Australia,41912,68887730636.059998
Reported,Australia,Australia,41943,63926577236.059998
Reported,Australia,Australia,41971,67386315936.059998
Reported,Australia,Australia,42004,64143240136.059998
Reported,Australia,Australia,42034,68791748136.059998
Reported,Australia,Australia,42062,66856979436.059998
Reported,Australia,Australia,42094,67086158436.059998
Reported,Australia,Australia,42124,65254707536.059998
Reported,Australia,Australia,42153,68159367536.059998
Reported,Australia,Australia,42185,67215649436.059998
Reported,Australia,Australia,42216,71612869536.059998
Reported,Australia,Australia,42247,74522786881.330002
Reported,Australia,Australia,42277,77242670619.020004
Reported,Australia,Australia,42307,73890445219.020004
Reported,Australia,Australia,42338,80007709836.059998
Reported,Australia,Australia,42369,75647004816.639999
Reported,Australia,Australia,42398,89889257607.080002
Reported,Australia,Australia,42429,88785905029.880005
Reported,Australia,Australia,42460,95055130309.110001
Reported,Australia,Australia,42489,99533857076.020004
Reported,Australia,Australia,42521,110657538747.60001
Reported,Australia,Australia,42551,95992843572.600006
Reported,Australia,Australia,42580,102760384472.60001
Reported,Australia,Australia,42613,101103847944.22
Reported,Australia,Australia,42643,105406602944.22
Reported,Australia,Australia,42674,112584591688.06
Reported,Australia,Australia,42704,121320434688.06
Reported,Australia,Australia,42734,123446982388.06
Reported,Australia,Australia,42766,127707046688.06
Reported,Australia,Australia,42794,133304096688.06
Reported,Australia,Australia,42825,123222863400
Reported,Australia,Australia,42853,131771078652.06
Reported,Australia,Australia,42886,136961785652.06
Reported,Australia,Australia,42916,139109006652.06
Reported,Australia,Australia,42947,124245801852.06
Reported,Australia,Australia,42978,126372647852.06
Reported,Australia,Australia,43007,126026890852.06
Reported,Australia,Australia,43039,122233737852.06
Reported,Australia,Australia,43069,131519221852.06
Reported,Australia,Australia,43098,125646954852.06
Reported,Australia,Australia,43131,123223060852.06
Reported,Australia,Australia,43159,130020937852.06
Reported,Australia,Australia,43188,126118586852.06
Reported,Australia,Australia,43220,130897482852.06
Reported,Australia,Australia,43251,132475065852.06
Reported,Australia,Australia,43280,131980527852.06
Reported,Australia,Australia,43312,133544513852.06
Reported,Australia,Australia,43343,137055023852.06
Reported,Australia,Australia,43371,138133270852.06
Reported,Australia,Australia,43404,134562126852.06
Reported,Australia,Australia,43434,134459484652.06
Reported,Australia,Australia,43465,127837548152.06
Reported,Australia,Australia,43496,134934761152.06
Reported,Australia,Australia,43524,138929735952.06
Reported,Australia,Australia,43555,129623164652.06
Reported,Australia,Australia,43585,125102595452.06
Reported,Australia,Australia,43616,131394515032.72
Reported,Australia,Australia,43646,131114446452.06
Reported,Australia,Australia,43677,132162523452.06
Reported,Australia,Australia,43708,130233711452.06
Reported,Australia,Australia,43738,134740972452.06
Reported,Australia,Australia,43769,129318819452.06
Reported,Australia,Australia,43799,126611925452.06
Reported,Australia,Australia,43830,123881534452.06
Reported,Australia,Australia,43861,141867319452.06
Reported,Australia,Australia,43890,149673663452.06
Reported,Australia,Australia,43921,178017910452.06
Reported,Australia,Australia,43951,203201173452.06
Reported,Australia,Australia,43982,222978848452.06
Reported,Australia,Australia,44012,229530462452.06
Reported,Australia,Australia,44043,236934484452.06
Reported,Australia,Australia,44074,252688243952.06
Reported,Australia,Australia,44104,267030774452.06
Reported,Australia,Australia,44135,263945417552.06
Reported,Australia,Australia,44165,253737601952.06
Reported,Australia,Australia,44196,246966944967.06
Reported,Australia,Australia,44227,249309997000
Reported,Australia,Australia,44255,259786708967.06
Reported,Australia,Australia,44286,272403407967.06
Reported,Australia,Australia,44316,280455505967.06
