date_held,tender_number,maturity,isin,date_settled,name,value
26/3/2009,4-Sep,26/6/2009,AU2CLTN26062,27/3/2009,number_of_bids,23
26/3/2009,4-Sep,26/6/2009,AU2CLTN26062,27/3/2009,number_of_successful_bids,10
26/3/2009,4-Sep,26/6/2009,AU2CLTN26062,27/3/2009,number_of_bids_accepted_in_full,6
26/3/2009,4-Sep,26/6/2009,AU2CLTN26062,27/3/2009,settlement_proceeds,297878947
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,amount_offered,300000000
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,amount_allotted,300000000
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,amount_of_bids,1730000000
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,coverage_ratio,5.77
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,weighted_average_issue_yield,2.8192
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,lowest_accepted_yield,2.78
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,highest_accepted_yield,2.84
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,highest_bid_yield,3.03
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,weighted_average_bid,2.9211
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,number_of_bids,16
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,number_of_successful_bids,5
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,number_of_bids_accepted_in_full,4
26/3/2009,4-Sep,25/9/2009,AU2CLTN25098,27/3/2009,settlement_proceeds,295841298
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,amount_offered,300000000
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,amount_allotted,300000000
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,amount_of_bids,1514000000
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,coverage_ratio,5.05
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,weighted_average_issue_yield,2.7797
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,lowest_accepted_yield,2.77
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,highest_accepted_yield,2.79
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,highest_bid_yield,3.1
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,weighted_average_bid,2.89
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,number_of_bids,22
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,number_of_successful_bids,4
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,number_of_bids_accepted_in_full,2
2/4/2009,5-Sep,3/7/2009,AU2CLTN03079,3/4/2009,settlement_proceeds,297935271
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,amount_offered,300000000
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,amount_allotted,300000000
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,amount_of_bids,1380000000
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,coverage_ratio,4.6
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,weighted_average_issue_yield,2.7052
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,lowest_accepted_yield,2.69
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,highest_accepted_yield,2.73
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,highest_bid_yield,3.05
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,weighted_average_bid,2.8163
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,number_of_bids,19
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,number_of_successful_bids,6
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,number_of_bids_accepted_in_full,5
2/4/2009,5-Sep,2/10/2009,AU2CLTN02105,3/4/2009,settlement_proceeds,296007226
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,amount_offered,300000000
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,amount_allotted,300000000
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,amount_of_bids,1084000000
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,coverage_ratio,3.61
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,weighted_average_issue_yield,2.7383
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,lowest_accepted_yield,2.73
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,highest_accepted_yield,2.75
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,highest_bid_yield,3.05
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,weighted_average_bid,2.8487
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,number_of_bids,19
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,number_of_successful_bids,4
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,number_of_bids_accepted_in_full,2
16/4/2009,6-Sep,17/7/2009,AU2CLTN17079,17/4/2009,settlement_proceeds,297965765
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,amount_offered,300000000
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,amount_allotted,300000000
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,amount_of_bids,857000000
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,coverage_ratio,2.86
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,weighted_average_issue_yield,2.64
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,lowest_accepted_yield,2.63
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,highest_accepted_yield,2.65
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,highest_bid_yield,3.05
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,weighted_average_bid,2.7893
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,number_of_bids,12
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,number_of_successful_bids,2
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,number_of_bids_accepted_in_full,2
16/4/2009,6-Sep,16/10/2009,AU2CLTN16105,17/4/2009,settlement_proceeds,296102161
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,amount_offered,300000000
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,amount_allotted,300000000
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,amount_of_bids,400000000
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,coverage_ratio,1.33
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,weighted_average_issue_yield,2.8375
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,lowest_accepted_yield,2.75
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,highest_accepted_yield,2.85
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,highest_bid_yield,2.85
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,weighted_average_bid,2.8406
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,number_of_bids,4
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,number_of_successful_bids,4
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,number_of_bids_accepted_in_full,2
16/4/2009,6-Sep,15/1/2010,AU2CLTN15016,17/4/2009,settlement_proceeds,293765446
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,amount_offered,600000000
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,amount_allotted,600000000
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,amount_of_bids,2506000000
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,coverage_ratio,4.2
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,weighted_average_issue_yield,2.758
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,lowest_accepted_yield,2.75
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,highest_accepted_yield,2.77
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,highest_bid_yield,3
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,weighted_average_bid,2.8858
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,number_of_bids,21
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,number_of_successful_bids,7
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,number_of_bids_accepted_in_full,5
23/4/2009,7-Sep,24/7/2009,AU2CLTN24075,24/4/2009,settlement_proceeds,595902460
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,amount_offered,600000000
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,amount_allotted,600000000
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,amount_of_bids,1752000000
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,coverage_ratio,2.9
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,weighted_average_issue_yield,2.7588
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,lowest_accepted_yield,2.74
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,highest_accepted_yield,2.78
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,highest_bid_yield,2.95
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,weighted_average_bid,2.8487
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,number_of_bids,9
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,number_of_successful_bids,5
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,number_of_bids_accepted_in_full,3
23/4/2009,7-Sep,23/10/2009,AU2CLTN23101,24/4/2009,settlement_proceeds,591858424
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,amount_offered,300000000
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,amount_allotted,300000000
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,amount_of_bids,1645000000
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,coverage_ratio,5.5
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,weighted_average_issue_yield,2.83
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,lowest_accepted_yield,2.8
