date_held,tender_number,maturity,isin,date_settled,name,value
1983-10-26,TB11,1994-10-16,AU0000XCLQD6,1983-10-29,highest_accepted_yield,14.17
1983-10-26,TB11,1994-10-16,AU0000XCLQD6,1983-10-29,highest_bid_yield,16.07
1983-10-26,TB11,1994-10-16,AU0000XCLQD6,1983-10-29,weighted_average_bid,14.3403
1983-10-26,TB11,1994-10-16,AU0000XCLQD6,1983-10-29,number_of_bids,604
1983-10-26,TB11,1994-10-16,AU0000XCLQD6,1983-10-29,number_of_successful_bids,89
1983-10-26,TB11,1994-10-16,AU0000XCLQD6,1983-10-29,number_of_bids_accepted_in_full,81
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,coupon,14
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,amount_offered,150000000
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,amount_allotted,150000000
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,amount_of_bids,468288000
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,coverage_ratio,3.14
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,weighted_average_issue_yield,14.459
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,lowest_accepted_yield,14.2
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,highest_accepted_yield,14.58
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,highest_bid_yield,16.44
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,weighted_average_bid,14.859
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,number_of_bids,291
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,number_of_successful_bids,106
1983-10-26,TB11,1999-04-16,AU0000XCLQY2,1983-10-29,number_of_bids_accepted_in_full,98
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,coupon,13
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,amount_offered,450000000
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,amount_allotted,500000000
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,amount_of_bids,1079170000
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,coverage_ratio,2.41
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,weighted_average_issue_yield,13.045
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,lowest_accepted_yield,12.87
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,highest_accepted_yield,13.13
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,highest_bid_yield,14.2
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,weighted_average_bid,13.1958
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,number_of_bids,596
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,number_of_successful_bids,268
1983-11-30,TB12,1993-06-16,AU0000XCLQZ9,1983-12-03,number_of_bids_accepted_in_full,255
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,coupon,13.5
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,amount_offered,150000000
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,amount_allotted,200000000
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,amount_of_bids,463920000
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,coverage_ratio,3.12
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,weighted_average_issue_yield,13.317
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,lowest_accepted_yield,13.19
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,highest_accepted_yield,13.38
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,highest_bid_yield,14.1
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,weighted_average_bid,13.4822
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,number_of_bids,274
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,number_of_successful_bids,74
1983-11-30,TB12,1995-06-16,AU0000XCLJB5,1983-12-03,number_of_bids_accepted_in_full,64
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,coupon,12.5
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,amount_offered,400000000
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,amount_allotted,400000000
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,amount_of_bids,1506860000
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,coverage_ratio,3.78
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,weighted_average_issue_yield,13.669
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,lowest_accepted_yield,13.49
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,highest_accepted_yield,13.73
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,highest_bid_yield,14.78
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,weighted_average_bid,13.8517
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,number_of_bids,646
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,number_of_successful_bids,89
1984-01-11,TB13,1992-07-16,AU0000XCLQG9,1984-01-14,number_of_bids_accepted_in_full,75
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,coupon,12.5
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,amount_offered,150000000
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,amount_allotted,150000000
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,amount_of_bids,643010000
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,coverage_ratio,4.3
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,weighted_average_issue_yield,13.794
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,lowest_accepted_yield,13.69
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,highest_accepted_yield,13.85
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,highest_bid_yield,15.24
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,weighted_average_bid,14.0495
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,number_of_bids,332
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,number_of_successful_bids,36
1984-01-11,TB13,1994-07-16,AU0000XCLRA0,1984-01-14,number_of_bids_accepted_in_full,30
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,coupon,12.5
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,amount_offered,150000000
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,amount_allotted,150000000
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,amount_of_bids,415450000
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,coverage_ratio,2.79
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,weighted_average_issue_yield,13.974
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,lowest_accepted_yield,13.8
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,highest_accepted_yield,14.1
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,highest_bid_yield,15.48
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,weighted_average_bid,14.2929
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,number_of_bids,200
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,number_of_successful_bids,79
1984-01-11,TB13,1996-07-16,AU0000XCLQH7,1984-01-14,number_of_bids_accepted_in_full,78
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,coupon,13
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,amount_offered,350000000
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,amount_allotted,350000000
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,amount_of_bids,1030870000
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,coverage_ratio,2.95
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,weighted_average_issue_yield,13.775
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,lowest_accepted_yield,13.62
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,highest_accepted_yield,13.83
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,highest_bid_yield,15.58
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,weighted_average_bid,14.0042
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,number_of_bids,416
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,number_of_successful_bids,97
1984-02-22,TB14,1993-08-16,AU0000XCLRD4,1984-02-25,number_of_bids_accepted_in_full,83
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,coupon,13.5
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,amount_offered,150000000
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,amount_allotted,150000000
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,amount_of_bids,489245000
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,coverage_ratio,3.27
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,weighted_average_issue_yield,14.016
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,lowest_accepted_yield,13.91
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,highest_accepted_yield,14.09
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,highest_bid_yield,16
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,weighted_average_bid,14.2908
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,number_of_bids,253
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,number_of_successful_bids,78
1984-02-22,TB14,1997-08-16,AU0000XCLRE2,1984-02-25,number_of_bids_accepted_in_full,66
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,coupon,14
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,amount_offered,400000000
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,amount_allotted,400000000
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,amount_of_bids,1370450000
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,coverage_ratio,3.45
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,weighted_average_issue_yield,14.353
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,lowest_accepted_yield,14.19
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,highest_accepted_yield,14.42
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,highest_bid_yield,16
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,weighted_average_bid,14.6151
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,number_of_bids,555
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,number_of_successful_bids,82
1984-03-14,TB15,1993-09-16,AU0000XCLQU0,1984-03-17,number_of_bids_accepted_in_full,71
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,coupon,14
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,amount_offered,150000000
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,amount_allotted,150000000
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,amount_of_bids,479950000
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,coverage_ratio,3.21
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,weighted_average_issue_yield,14.664
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,lowest_accepted_yield,14.45
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,highest_accepted_yield,14.75
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,highest_bid_yield,16.45
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,weighted_average_bid,14.8553
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,number_of_bids,185
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,number_of_successful_bids,72
1984-03-14,TB15,1999-03-16,AU0000XCLRG7,1984-03-17,number_of_bids_accepted_in_full,59
