Identified/Not Identified by Country of Beneficial Ownership,Region of Beneficial Ownership,Sub-Region of Beneficial Ownership,date,value
Reported,Europe,Total Europe,2019-03-31,21096088300
Reported,Europe,Total Europe,2019-04-30,20724319000
Reported,Europe,Total Europe,2019-05-31,22606835883.43
Reported,Europe,Total Europe,2019-06-30,23214342000
Reported,Europe,Total Europe,2019-07-31,23006686000
Reported,Europe,Total Europe,2019-08-31,22698686000
Reported,Europe,Total Europe,2019-09-30,23396613000
Reported,Europe,Total Europe,2019-10-31,23505171000
Reported,Europe,Total Europe,2019-11-30,22848210000
Reported,Europe,Total Europe,2019-12-31,23036441300
Reported,Europe,Total Europe,2020-01-31,22666504300
Reported,Europe,Total Europe,2020-02-29,23513184300
Reported,Europe,Total Europe,2020-03-31,22287277300
Reported,Europe,Total Europe,2020-04-30,22077452300
Reported,Europe,Total Europe,2020-05-31,23844446100
Reported,Europe,Total Europe,2020-06-30,25278468100
Reported,Europe,Total Europe,2020-07-31,30288252100
Reported,Europe,Total Europe,2020-08-31,23528652100
Reported,Europe,Total Europe,2020-09-30,26408990100
Reported,Europe,Total Europe,2020-10-31,26353310000
Reported,Europe,Total Europe,2020-11-30,25054809000
Reported,Europe,Total Europe,2020-12-31,21605323000
Reported,Europe,Total Europe,2021-01-31,21803671000
Reported,Europe,Total Europe,2021-02-28,23393513000
Reported,Europe,Total Europe,2021-03-31,25043350000
Reported,Europe,Total Europe,2021-04-30,26825787000
Reported,Europe,Total Europe,2021-05-31,25757201000
Reported,Europe,Total Europe,2021-06-30,24621587000
Reported,Europe,Total Europe,2021-07-31,24853529000
Reported,Europe,Total Europe,2021-08-31,24715120000
Reported,Europe,Total Europe,2021-09-30,24470724000
Reported,Europe,Total Europe,2021-10-31,25198191000
Reported,Europe,Total Europe,2021-11-30,26171772000
Reported,Europe,Total Europe,2021-12-31,26590889000
Reported,Europe,Total Europe,2022-01-31,27425949000
Reported,Europe,Total Europe,2022-02-28,27531284000
Reported,Europe,Total Europe,2022-03-31,27055718000
Reported,Europe,Total Europe,2022-04-30,28633902000
Reported,Europe,Total Europe,2022-05-31,28444887000
Reported,Europe,Total Europe,2022-06-30,28887098000
Reported,Europe,Total Europe,2022-07-31,28288508000
Reported,Europe,Total Europe,2022-08-31,29500808000
Reported,Europe,Total Europe,2022-09-30,30735627000
Reported,Europe,Total Europe,2022-10-31,32701772000
Reported,Europe,Total Europe,2022-11-30,30462108000
Reported,Europe,Total Europe,2022-12-31,28822954000
Reported,Europe,Total Europe,2023-01-31,28620467000
Reported,Europe,Total Europe,2023-02-28,28004958000
Reported,Europe,Total Europe,2023-03-31,28849312000
Reported,Europe,Total Europe,2023-04-30,27066907000
Reported,Europe,Total Europe,2023-05-31,28590108000
Reported,Europe,Total Europe,2023-06-30,26840276000
Reported,North America,Canada,2009-12-31,1031659000
Reported,North America,Canada,2010-01-31,984577000
Reported,North America,Canada,2010-02-28,922125100
Reported,North America,Canada,2010-03-31,726101000
Reported,North America,Canada,2010-04-30,1245605000
Reported,North America,Canada,2010-05-31,674268000
Reported,North America,Canada,2010-06-30,511661000
Reported,North America,Canada,2010-07-30,575730000
Reported,North America,Canada,2010-08-31,618392000
Reported,North America,Canada,2010-09-30,252448000
Reported,North America,Canada,2010-10-31,439106000
Reported,North America,Canada,2010-11-30,716460000
Reported,North America,Canada,2010-12-31,454282000
Reported,North America,Canada,2011-01-31,769950000
Reported,North America,Canada,2011-02-28,586361000
Reported,North America,Canada,2011-03-31,555248000
Reported,North America,Canada,2011-04-29,403542000
Reported,North America,Canada,2011-05-31,538584000
Reported,North America,Canada,2011-06-30,916081000
Reported,North America,Canada,2011-07-29,675005000
Reported,North America,Canada,2011-08-31,599143000
Reported,North America,Canada,2011-09-30,652352000
Reported,North America,Canada,2011-10-31,950560000
Reported,North America,Canada,2011-11-30,287413000
Reported,North America,Canada,2011-12-30,582038000
Reported,North America,Canada,2012-01-31,345310000
Reported,North America,Canada,2012-02-29,584565000
Reported,North America,Canada,2012-03-30,300483000
Reported,North America,Canada,2012-04-30,484498000
Reported,North America,Canada,2012-05-31,314337000
Reported,North America,Canada,2012-06-29,336242000
Reported,North America,Canada,2012-07-31,697224000
Reported,North America,Canada,2012-08-31,928579000
Reported,North America,Canada,2012-09-28,1023042000
Reported,North America,Canada,2012-10-31,623674000
Reported,North America,Canada,2012-11-30,1073585000
Reported,North America,Canada,2012-12-31,906920000
Reported,North America,Canada,2013-01-31,745605000
Reported,North America,Canada,2013-02-28,870716000
Reported,North America,Canada,2013-03-28,1005782000
Reported,North America,Canada,2013-04-30,483071000
Reported,North America,Canada,2013-05-31,475411000
Reported,North America,Canada,2013-06-28,392328000
Reported,North America,Canada,2013-07-31,492212000
Reported,North America,Canada,2013-08-30,517242000
Reported,North America,Canada,2013-09-30,350235000
Reported,North America,Canada,2013-10-31,282945000
Reported,North America,Canada,2013-11-29,543091000
Reported,North America,Canada,2013-12-31,180212000
Reported,North America,Canada,2014-01-31,437549000
Reported,North America,Canada,2014-02-28,108104000
Reported,North America,Canada,2014-03-31,184257000
Reported,North America,Canada,2014-04-30,275901000
Reported,North America,Canada,2014-05-30,186355000
Reported,North America,Canada,2014-06-30,383247000
Reported,North America,Canada,2014-07-31,378611000
Reported,North America,Canada,2014-08-29,189621000
Reported,North America,Canada,2014-09-30,313813000
Reported,North America,Canada,2014-10-31,214778400
Reported,North America,Canada,2014-11-28,459579400
Reported,North America,Canada,2014-12-31,224557400
Reported,North America,Canada,2015-01-30,806027000
Reported,North America,Canada,2015-02-27,1162168000
Reported,North America,Canada,2015-03-31,756029000
Reported,North America,Canada,2015-04-30,590466500
Reported,North America,Canada,2015-05-29,567945500
Reported,North America,Canada,2015-06-30,174514000
Reported,North America,Canada,2015-07-31,487706000
Reported,North America,Canada,2015-08-31,534512000
Reported,North America,Canada,2015-09-30,178329000
Reported,North America,Canada,2015-10-30,136426000
Reported,North America,Canada,2015-11-30,142860100
Reported,North America,Canada,2015-12-31,126947000
Reported,North America,Canada,2016-01-29,260012000
Reported,North America,Canada,2016-02-29,344021000
Reported,North America,Canada,2016-03-31,445433000
Reported,North America,Canada,2016-04-29,125377000
Reported,North America,Canada,2016-05-31,580485000
Reported,North America,Canada,2016-06-30,774536900
Reported,North America,Canada,2016-07-29,520911000
Reported,North America,Canada,2016-08-31,893473000
Reported,North America,Canada,2016-09-30,1103329000
Reported,North America,Canada,2016-10-31,137939000
Reported,North America,Canada,2016-11-30,474415000
Reported,North America,Canada,2016-12-30,290938300
Reported,North America,Canada,2017-01-31,416313300
Reported,North America,Canada,2017-02-28,398698300
Reported,North America,Canada,2017-03-31,1508170300
Reported,North America,Canada,2017-04-28,669640300
Reported,North America,Canada,2017-05-31,1121430300
Reported,North America,Canada,2017-06-30,293828300
Reported,North America,Canada,2017-07-31,736626300
Reported,North America,Canada,2017-08-31,1043137300
Reported,North America,Canada,2017-09-29,1214232300
Reported,North America,Canada,2017-10-31,1813607300
Reported,North America,Canada,2017-11-30,1587806300
Reported,North America,Canada,2017-12-29,1967660300
Reported,North America,Canada,2018-01-31,1277257300
Reported,North America,Canada,2018-02-28,1869747300
Reported,North America,Canada,2018-03-29,3063282300
Reported,North America,Canada,2018-04-30,2288509300
Reported,North America,Canada,2018-05-31,1979018300
Reported,North America,Canada,2018-06-29,608615300
Reported,North America,Canada,2018-07-31,1923932300
Reported,North America,Canada,2018-08-31,826937300
Reported,North America,Canada,2018-09-28,1071966300
Reported,North America,Canada,2018-10-31,1655791300
Reported,North America,Canada,2018-11-30,2253061300
Reported,North America,Canada,2018-12-31,3464819300
Reported,North America,Canada,2019-01-31,1068643300
Reported,North America,Canada,2019-02-28,1190725300
Reported,North America,Canada,2019-03-31,1465934300
Reported,North America,Canada,2019-04-30,2555651000
Reported,North America,Canada,2019-05-31,2051504990.67
Reported,North America,Canada,2019-06-30,3134110000
Reported,North America,Canada,2019-07-31,1157444000
Reported,North America,Canada,2019-08-31,1251548000
Reported,North America,Canada,2019-09-30,2437372000
Reported,North America,Canada,2019-10-31,1688341000
Reported,North America,Canada,2019-11-30,1591720000
Reported,North America,Canada,2019-12-31,2192049000
Reported,North America,Canada,2020-01-31,859461000
Reported,North America,Canada,2020-02-29,1634357000
Reported,North America,Canada,2020-03-31,758927000
Reported,North America,Canada,2020-04-30,1133597000
Reported,North America,Canada,2020-05-31,1059880000
Reported,North America,Canada,2020-06-30,2071890000
Reported,North America,Canada,2020-07-31,2520936000
Reported,North America,Canada,2020-08-31,2462839000
Reported,North America,Canada,2020-09-30,1544193000
Reported,North America,Canada,2020-10-31,2996440000
Reported,North America,Canada,2020-11-30,2444636000
Reported,North America,Canada,2020-12-31,2225032000
Reported,North America,Canada,2021-01-31,1480222000
Reported,North America,Canada,2021-02-28,1587263000
Reported,North America,Canada,2021-03-31,1572740000
Reported,North America,Canada,2021-04-30,1510449000
Reported,North America,Canada,2021-05-31,1758512000
Reported,North America,Canada,2021-06-30,2122501000
Reported,North America,Canada,2021-07-31,3388530000
Reported,North America,Canada,2021-08-31,3599025000
Reported,North America,Canada,2021-09-30,1110676000
Reported,North America,Canada,2021-10-31,2405483000
Reported,North America,Canada,2021-11-30,1887979000
Reported,North America,Canada,2021-12-31,2568193000
Reported,North America,Canada,2022-01-31,2639236000
Reported,North America,Canada,2022-02-28,2912732000
Reported,North America,Canada,2022-03-31,1661692000
Reported,North America,Canada,2022-04-30,2856698000
Reported,North America,Canada,2022-05-31,1631897000
Reported,North America,Canada,2022-06-30,384415000
Reported,North America,Canada,2022-07-31,1662119000
Reported,North America,Canada,2022-08-31,1419163000
Reported,North America,Canada,2022-09-30,1446023000
Reported,North America,Canada,2022-10-31,1248172000
Reported,North America,Canada,2022-11-30,1378880000
Reported,North America,Canada,2022-12-31,1981911000
Reported,North America,Canada,2023-01-31,1250335000
Reported,North America,Canada,2023-02-28,1239684000
Reported,North America,Canada,2023-03-31,1812970000
Reported,North America,Canada,2023-04-30,2187556000
Reported,North America,Canada,2023-05-31,1094365000
Reported,North America,Canada,2023-06-30,1295260000
Reported,North America,United States,2009-12-31,1710032656.93
Reported,North America,United States,2010-01-31,1321072611.97
Reported,North America,United States,2010-02-28,1358079323.52
Reported,North America,United States,2010-03-31,1051909586.2
Reported,North America,United States,2010-04-30,946821505.38
Reported,North America,United States,2010-05-31,1221367373.38
Reported,North America,United States,2010-06-30,1078243106.89
Reported,North America,United States,2010-07-30,1399521433.34
Reported,North America,United States,2010-08-31,1226566584.44
Reported,North America,United States,2010-09-30,1016604292.96
Reported,North America,United States,2010-10-31,1165451285.73
Reported,North America,United States,2010-11-30,1099532335
Reported,North America,United States,2010-12-31,1393532335
Reported,North America,United States,2011-01-31,1388532335
Reported,North America,United States,2011-02-28,1213532335
Reported,North America,United States,2011-03-31,1135532335
Reported,North America,United States,2011-04-29,931532335
Reported,North America,United States,2011-05-31,937468717.9
Reported,North America,United States,2011-06-30,985354837.5
Reported,North America,United States,2011-07-29,754454837.5
Reported,North America,United States,2011-08-31,1130477083.52
Reported,North America,United States,2011-09-30,1606440139.04
Reported,North America,United States,2011-10-31,2392063279
Reported,North America,United States,2011-11-30,2297809849
Reported,North America,United States,2011-12-30,2386139267.42
Reported,North America,United States,2012-01-31,1864502350.29
Reported,North America,United States,2012-02-29,1727919564
Reported,North America,United States,2012-03-30,1651115362
Reported,North America,United States,2012-04-30,1920090405
Reported,North America,United States,2012-05-31,1425470340
Reported,North America,United States,2012-06-29,1221221274
Reported,North America,United States,2012-07-31,1947555101.65
Reported,North America,United States,2012-08-31,1736107518
Reported,North America,United States,2012-09-28,1983577054
Reported,North America,United States,2012-10-31,1838889192
Reported,North America,United States,2012-11-30,2075384140.83
Reported,North America,United States,2012-12-31,1670527230
Reported,North America,United States,2013-01-31,3288844300
Reported,North America,United States,2013-02-28,2955008589
Reported,North America,United States,2013-03-28,2429827587.18
Reported,North America,United States,2013-04-30,3036587137
Reported,North America,United States,2013-05-31,2732368561.09
Reported,North America,United States,2013-06-28,2049414927.22
Reported,North America,United States,2013-07-31,2999398015.93
Reported,North America,United States,2013-08-30,2929366244.88
Reported,North America,United States,2013-09-30,2819567973.78
Reported,North America,United States,2013-10-31,3133564954.68
Reported,North America,United States,2013-11-29,3129420365.2
Reported,North America,United States,2013-12-31,3220304580.24
Reported,North America,United States,2014-01-31,2410444121.41
Reported,North America,United States,2014-02-28,2554098244.88
Reported,North America,United States,2014-03-31,2477035523.8
Reported,North America,United States,2014-04-30,2589153973.78
Reported,North America,United States,2014-05-30,2253710840.11
Reported,North America,United States,2014-06-30,2641340444.42
Reported,North America,United States,2014-07-31,2765846778.2
Reported,North America,United States,2014-08-29,2619515517.8
Reported,North America,United States,2014-09-30,2694048753.19
Reported,North America,United States,2014-10-31,2281948157.29
Reported,North America,United States,2014-11-28,4089411635.26
Reported,North America,United States,2014-12-31,2954375442.08
Reported,North America,United States,2015-01-30,2811574452.64
Reported,North America,United States,2015-02-27,3233736798.76
Reported,North America,United States,2015-03-31,3053604133.61
Reported,North America,United States,2015-04-30,3858559084.32
Reported,North America,United States,2015-05-29,5293903755.7
Reported,North America,United States,2015-06-30,6994716385.41
Reported,North America,United States,2015-07-31,8856594037.02
Reported,North America,United States,2015-08-31,9407090100.16
Reported,North America,United States,2015-09-30,9868670951.35
Reported,North America,United States,2015-10-30,9887568788.36
Reported,North America,United States,2015-11-30,8882986585.76
Reported,North America,United States,2015-12-31,8776189893.93
Reported,North America,United States,2016-01-29,9170519072.29
Reported,North America,United States,2016-02-29,9088656628.08
Reported,North America,United States,2016-03-31,7807688554.18
Reported,North America,United States,2016-04-29,9473497127.87
Reported,North America,United States,2016-05-31,11171142052.84
Reported,North America,United States,2016-06-30,11047959519.49
Reported,North America,United States,2016-07-29,11629467071.07
Reported,North America,United States,2016-08-31,13538036483.92
Reported,North America,United States,2016-09-30,11153261823.64
Reported,North America,United States,2016-10-31,12182578360.3
Reported,North America,United States,2016-11-30,10795297647.07
Reported,North America,United States,2016-12-30,11242538810.23
Reported,North America,United States,2017-01-31,13189266148.82
Reported,North America,United States,2017-02-28,12371332475.86
Reported,North America,United States,2017-03-31,11084561300
Reported,North America,United States,2017-04-28,11221564300
Reported,North America,United States,2017-05-31,9833271300
Reported,North America,United States,2017-06-30,10868262300
Reported,North America,United States,2017-07-31,12411577300
Reported,North America,United States,2017-08-31,13467565300
Reported,North America,United States,2017-09-29,13127385300
Reported,North America,United States,2017-10-31,13786549300
Reported,North America,United States,2017-11-30,11594955300
Reported,North America,United States,2017-12-29,10892668300
Reported,North America,United States,2018-01-31,12116897300
Reported,North America,United States,2018-02-28,14035495300
Reported,North America,United States,2018-03-29,12907515300
Reported,North America,United States,2018-04-30,11910577300
Reported,North America,United States,2018-05-31,12453303300
Reported,North America,United States,2018-06-29,12872165300
Reported,North America,United States,2018-07-31,12991795300
Reported,North America,United States,2018-08-31,11539195300
Reported,North America,United States,2018-09-28,11751044300
Reported,North America,United States,2018-10-31,11194210300
Reported,North America,United States,2018-11-30,12433879300
Reported,North America,United States,2018-12-31,12632153300
Reported,North America,United States,2019-01-31,12334992300
Reported,North America,United States,2019-02-28,12714185300
Reported,North America,United States,2019-03-31,11265040300
Reported,North America,United States,2019-04-30,11319365300
Reported,North America,United States,2019-05-31,12273348239.6
Reported,North America,United States,2019-06-30,15079746300
Reported,North America,United States,2019-07-31,14841681300
Reported,North America,United States,2019-08-31,15387625300
Reported,North America,United States,2019-09-30,14496877300
Reported,North America,United States,2019-10-31,13270041300
Reported,North America,United States,2019-11-30,16806354300
Reported,North America,United States,2019-12-31,14986272300
Reported,North America,United States,2020-01-31,15117926300
Reported,North America,United States,2020-02-29,14779459300
Reported,North America,United States,2020-03-31,16131565300
Reported,North America,United States,2020-04-30,14903876300
Reported,North America,United States,2020-05-31,18178321300
Reported,North America,United States,2020-06-30,19224489300
Reported,North America,United States,2020-07-31,20531553300
Reported,North America,United States,2020-08-31,20088534300
Reported,North America,United States,2020-09-30,19326164300
Reported,North America,United States,2020-10-31,20026700300
Reported,North America,United States,2020-11-30,18557195300
Reported,North America,United States,2020-12-31,17455824300
Reported,North America,United States,2021-01-31,16999287300
Reported,North America,United States,2021-02-28,13768039300
Reported,North America,United States,2021-03-31,13947357300
Reported,North America,United States,2021-04-30,13491667300
Reported,North America,United States,2021-05-31,12417955300
Reported,North America,United States,2021-06-30,12421595300
Reported,North America,United States,2021-07-31,16712739300
Reported,North America,United States,2021-08-31,20655202300
Reported,North America,United States,2021-09-30,19938500300
Reported,North America,United States,2021-10-31,20383828300
Reported,North America,United States,2021-11-30,20415439300
Reported,North America,United States,2021-12-31,19608551300
Reported,North America,United States,2022-01-31,18498323300
Reported,North America,United States,2022-02-28,15725444300
Reported,North America,United States,2022-03-31,16981465300
Reported,North America,United States,2022-04-30,18635534300
Reported,North America,United States,2022-05-31,19042987300
Reported,North America,United States,2022-06-30,17466868300
Reported,North America,United States,2022-07-31,17348167300
Reported,North America,United States,2022-08-31,18371076300
Reported,North America,United States,2022-09-30,18514837300
Reported,North America,United States,2022-10-31,19081504300
Reported,North America,United States,2022-11-30,16927315300
Reported,North America,United States,2022-12-31,16531500300
Reported,North America,United States,2023-01-31,16995169300
Reported,North America,United States,2023-02-28,16962867300
Reported,North America,United States,2023-03-31,16424950300
Reported,North America,United States,2023-04-30,13988398300
Reported,North America,United States,2023-05-31,13996669000
Reported,North America,United States,2023-06-30,11497957000
Reported,North America,Total North America,2009-12-31,2741691656.93
Reported,North America,Total North America,2010-01-31,2305649611.97
Reported,North America,Total North America,2010-02-28,2280204423.52
Reported,North America,Total North America,2010-03-31,1778010586.2
Reported,North America,Total North America,2010-04-30,2192426505.38
Reported,North America,Total North America,2010-05-31,1895635373.38
Reported,North America,Total North America,2010-06-30,1589904106.89
Reported,North America,Total North America,2010-07-30,1975251433.34
Reported,North America,Total North America,2010-08-31,1844958584.44
Reported,North America,Total North America,2010-09-30,1269052292.96
Reported,North America,Total North America,2010-10-31,1604557285.73
Reported,North America,Total North America,2010-11-30,1815992335
Reported,North America,Total North America,2010-12-31,1847814335
Reported,North America,Total North America,2011-01-31,2158482335
Reported,North America,Total North America,2011-02-28,1799893335
Reported,North America,Total North America,2011-03-31,1690780335
Reported,North America,Total North America,2011-04-29,1335074335
Reported,North America,Total North America,2011-05-31,1476052717.9
Reported,North America,Total North America,2011-06-30,1901435837.5
Reported,North America,Total North America,2011-07-29,1429459837.5
Reported,North America,Total North America,2011-08-31,1729620083.52
Reported,North America,Total North America,2011-09-30,2258792139.04
Reported,North America,Total North America,2011-10-31,3342623279
Reported,North America,Total North America,2011-11-30,2585222849
Reported,North America,Total North America,2011-12-30,2968177267.42
Reported,North America,Total North America,2012-01-31,2209812350.29
Reported,North America,Total North America,2012-02-29,2312484564
Reported,North America,Total North America,2012-03-30,1951598362
Reported,North America,Total North America,2012-04-30,2404588405
Reported,North America,Total North America,2012-05-31,1739807340
Reported,North America,Total North America,2012-06-29,1557463274
Reported,North America,Total North America,2012-07-31,2644779101.65
Reported,North America,Total North America,2012-08-31,2664686518
Reported,North America,Total North America,2012-09-28,3006619054
Reported,North America,Total North America,2012-10-31,2462563192
Reported,North America,Total North America,2012-11-30,3148969140.83
Reported,North America,Total North America,2012-12-31,2577447230
Reported,North America,Total North America,2013-01-31,4034449300
Reported,North America,Total North America,2013-02-28,3825724589
Reported,North America,Total North America,2013-03-28,3435609587.18
Reported,North America,Total North America,2013-04-30,3519658137
Reported,North America,Total North America,2013-05-31,3207779561.09
Reported,North America,Total North America,2013-06-28,2441742927.22
Reported,North America,Total North America,2013-07-31,3491610015.93
Reported,North America,Total North America,2013-08-30,3446608244.88
Reported,North America,Total North America,2013-09-30,3169802973.78
Reported,North America,Total North America,2013-10-31,3416509954.68
Reported,North America,Total North America,2013-11-29,3672511365.2
Reported,North America,Total North America,2013-12-31,3400516580.24
Reported,North America,Total North America,2014-01-31,2847993121.41
Reported,North America,Total North America,2014-02-28,2662202244.88
Reported,North America,Total North America,2014-03-31,2661292523.8
Reported,North America,Total North America,2014-04-30,2865054973.78
Reported,North America,Total North America,2014-05-30,2440065840.11
Reported,North America,Total North America,2014-06-30,3024587444.42
Reported,North America,Total North America,2014-07-31,3144457778.2
Reported,North America,Total North America,2014-08-29,2809136517.8
Reported,North America,Total North America,2014-09-30,3007861753.19
Reported,North America,Total North America,2014-10-31,2496726557.29
Reported,North America,Total North America,2014-11-28,4548991035.26
Reported,North America,Total North America,2014-12-31,3178932842.08
Reported,North America,Total North America,2015-01-30,3617601452.64
Reported,North America,Total North America,2015-02-27,4395904798.76
Reported,North America,Total North America,2015-03-31,3809633133.61
Reported,North America,Total North America,2015-04-30,4449025584.32
Reported,North America,Total North America,2015-05-29,5861849255.7
Reported,North America,Total North America,2015-06-30,7169230385.41
Reported,North America,Total North America,2015-07-31,9344300037.02
Reported,North America,Total North America,2015-08-31,9941602100.16
Reported,North America,Total North America,2015-09-30,10046999951.35
Reported,North America,Total North America,2015-10-30,10023994788.36
Reported,North America,Total North America,2015-11-30,9025846685.76
Reported,North America,Total North America,2015-12-31,8903136893.93
Reported,North America,Total North America,2016-01-29,9430531072.29
Reported,North America,Total North America,2016-02-29,9432677628.08
Reported,North America,Total North America,2016-03-31,8253121554.18
Reported,North America,Total North America,2016-04-29,9598874127.87
Reported,North America,Total North America,2016-05-31,11751627052.84
Reported,North America,Total North America,2016-06-30,11822496419.49
Reported,North America,Total North America,2016-07-29,12150378071.07
Reported,North America,Total North America,2016-08-31,14431509483.92
Reported,North America,Total North America,2016-09-30,12256590823.64
Reported,North America,Total North America,2016-10-31,12320517360.3
Reported,North America,Total North America,2016-11-30,11269712647.07
Reported,North America,Total North America,2016-12-30,11533477110.23
Reported,North America,Total North America,2017-01-31,13605579448.82
Reported,North America,Total North America,2017-02-28,12770030775.86
Reported,North America,Total North America,2017-03-31,12592731600
Reported,North America,Total North America,2017-04-28,11891204600
Reported,North America,Total North America,2017-05-31,10954701600
Reported,North America,Total North America,2017-06-30,11162090600
Reported,North America,Total North America,2017-07-31,13148203600
Reported,North America,Total North America,2017-08-31,14510702600
Reported,North America,Total North America,2017-09-29,14341617600
Reported,North America,Total North America,2017-10-31,15600156600
Reported,North America,Total North America,2017-11-30,13182761600
Reported,North America,Total North America,2017-12-29,12860328600
Reported,North America,Total North America,2018-01-31,13394154600
Reported,North America,Total North America,2018-02-28,15905242600
Reported,North America,Total North America,2018-03-29,15970797600
Reported,North America,Total North America,2018-04-30,14199086600
Reported,North America,Total North America,2018-05-31,14432321600
Reported,North America,Total North America,2018-06-29,13480780600
Reported,North America,Total North America,2018-07-31,14915727600
Reported,North America,Total North America,2018-08-31,12366132600
Reported,North America,Total North America,2018-09-28,12823010600
Reported,North America,Total North America,2018-10-31,12850001600
Reported,North America,Total North America,2018-11-30,14686940600
Reported,North America,Total North America,2018-12-31,16096972600
Reported,North America,Total North America,2019-01-31,13403635600
Reported,North America,Total North America,2019-02-28,13904910600
Reported,North America,Total North America,2019-03-31,12730974600
Reported,North America,Total North America,2019-04-30,13875016300
Reported,North America,Total North America,2019-05-31,14324853230.27
Reported,North America,Total North America,2019-06-30,18213856300
Reported,North America,Total North America,2019-07-31,15999125300
Reported,North America,Total North America,2019-08-31,16639173300
Reported,North America,Total North America,2019-09-30,16934249300
Reported,North America,Total North America,2019-10-31,14958382300
Reported,North America,Total North America,2019-11-30,18398074300
Reported,North America,Total North America,2019-12-31,17178321300
Reported,North America,Total North America,2020-01-31,15977387300
Reported,North America,Total North America,2020-02-29,16413816300
Reported,North America,Total North America,2020-03-31,16890492300
Reported,North America,Total North America,2020-04-30,16037473300
Reported,North America,Total North America,2020-05-31,19238201300
Reported,North America,Total North America,2020-06-30,21296379300
Reported,North America,Total North America,2020-07-31,23052489300
Reported,North America,Total North America,2020-08-31,22551373300
Reported,North America,Total North America,2020-09-30,20870357300
Reported,North America,Total North America,2020-10-31,23023140300
Reported,North America,Total North America,2020-11-30,21001831300
Reported,North America,Total North America,2020-12-31,19680856300
Reported,North America,Total North America,2021-01-31,18479509300
Reported,North America,Total North America,2021-02-28,15355302300
Reported,North America,Total North America,2021-03-31,15520097300
Reported,North America,Total North America,2021-04-30,15002116300
Reported,North America,Total North America,2021-05-31,14176467300
Reported,North America,Total North America,2021-06-30,14544096300
Reported,North America,Total North America,2021-07-31,20101269300
Reported,North America,Total North America,2021-08-31,24254227300
Reported,North America,Total North America,2021-09-30,21049176300
Reported,North America,Total North America,2021-10-31,22789311300
Reported,North America,Total North America,2021-11-30,22303418300
Reported,North America,Total North America,2021-12-31,22176744300
Reported,North America,Total North America,2022-01-31,21137559300
Reported,North America,Total North America,2022-02-28,18638176300
Reported,North America,Total North America,2022-03-31,18643157300
Reported,North America,Total North America,2022-04-30,21492232300
Reported,North America,Total North America,2022-05-31,20674884300
Reported,North America,Total North America,2022-06-30,17851283300
Reported,North America,Total North America,2022-07-31,19010286300
Reported,North America,Total North America,2022-08-31,19790239300
Reported,North America,Total North America,2022-09-30,19960860300
Reported,North America,Total North America,2022-10-31,20329676300
Reported,North America,Total North America,2022-11-30,18306195300
Reported,North America,Total North America,2022-12-31,18513411300
Reported,North America,Total North America,2023-01-31,18245504300
Reported,North America,Total North America,2023-02-28,18202551300
Reported,North America,Total North America,2023-03-31,18237920300
Reported,North America,Total North America,2023-04-30,16175954300
Reported,North America,Total North America,2023-05-31,15091034000
Reported,North America,Total North America,2023-06-30,12793217000
Reported,Other,Other,2009-12-31,57000000
Reported,Other,Other,2010-01-31,67000000
Reported,Other,Other,2010-02-28,60000000
Reported,Other,Other,2010-03-31,70000000
Reported,Other,Other,2010-04-30,80000000
Reported,Other,Other,2010-05-31,50000000
Reported,Other,Other,2010-06-30,40000000
Reported,Other,Other,2010-07-30,84000000
Reported,Other,Other,2010-08-31,59000000
Reported,Other,Other,2010-09-30,94000000
Reported,Other,Other,2010-10-31,119000000
Reported,Other,Other,2010-11-30,79000000
Reported,Other,Other,2010-12-31,79000000
Reported,Other,Other,2011-01-31,54000000
Reported,Other,Other,2011-02-28,49000000
Reported,Other,Other,2011-03-31,49000000
Reported,Other,Other,2011-04-29,49000000
Reported,Other,Other,2011-05-31,49000000
Reported,Other,Other,2011-06-30,64000000
Reported,Other,Other,2011-07-29,164000000
Reported,Other,Other,2011-08-31,289000000
Reported,Other,Other,2011-09-30,234000000
Reported,Other,Other,2011-10-31,179800000
Reported,Other,Other,2011-11-30,87800000
Reported,Other,Other,2011-12-30,142000000
Reported,Other,Other,2012-01-31,142000000
Reported,Other,Other,2012-02-29,69000000
Reported,Other,Other,2012-03-30,34000000
Reported,Other,Other,2012-04-30,44000000
Reported,Other,Other,2012-05-31,39000000
Reported,Other,Other,2012-06-29,44000000
Reported,Other,Other,2012-07-31,54000000
Reported,Other,Other,2012-08-31,59000000
Reported,Other,Other,2012-09-28,59000000
Reported,Other,Other,2012-10-31,99000000
Reported,Other,Other,2012-11-30,99000000
Reported,Other,Other,2012-12-31,99000000
Reported,Other,Other,2013-01-31,99000000
Reported,Other,Other,2013-02-28,94000000
Reported,Other,Other,2013-03-28,94000000
Reported,Other,Other,2013-04-30,84000000
Reported,Other,Other,2013-05-31,84000000
Reported,Other,Other,2013-06-28,104000000
Reported,Other,Other,2013-07-31,104000000
Reported,Other,Other,2013-08-30,104000000
Reported,Other,Other,2013-09-30,109000000
Reported,Other,Other,2013-10-31,109000000
Reported,Other,Other,2013-11-29,109000000
Reported,Other,Other,2013-12-31,109000000
Reported,Other,Other,2014-01-31,109000000
Reported,Other,Other,2014-02-28,109000000
Reported,Other,Other,2014-03-31,94000000
Reported,Other,Other,2014-04-30,99000000
Reported,Other,Other,2014-05-30,104000000
Reported,Other,Other,2014-06-30,79000000
