Month,42582,42613,42643,date,value
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43281,4934.8995000000004
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43312,7469.4004999999997
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43343,4615.2905000000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43373,7003.6940000000004
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43404,5013.6760000000004
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43434,6275.0595000000003
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43465,4061.9665
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43496,4241.5225
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43524,5642.2145
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43555,9670.5169999999998
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43585,4955.1459999999997
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43616,7533.5150000000003
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43646,6992.9219999999996
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43677,5513.0045
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43708,8481.5360000000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43738,7004.7574999999997
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43769,7423.9369999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43799,7406.6634999999997
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43830,4138.1594999999998
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43861,11848.939
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43890,14018.921
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43921,18002.583999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43951,14429.71
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,43982,13987.3375
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44012,9070.2764999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44043,19353.669000000002
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44074,14714.451499999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44104,15609.1885
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44135,11842.3015
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44165,19757.800999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44196,14261.968500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44227,18604.491000000002
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44255,17701.308000000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44286,14289.450500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44316,10276.101500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44347,15319.268
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44377,18846.2935
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44408,12728.736999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44439,7613.3360000000002
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44469,12658.286
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44500,14431.422500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44530,16573.838
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44561,5598.4139999999998
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44592,9728.4994999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44620,9599.6650000000009
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44651,14697.218500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44681,10054.16
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44712,18234.780500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44742,16510.805
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44773,13995.729499999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44804,13789.674999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44834,12737.487999999999
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44865,9278.0319999999992
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44895,14129.857
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44926,9396.7279999999992
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44957,9413.1090000000004
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,44985,10928.039500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,45016,21026.815500000001
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,45046,12542.5805
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,45077,16069.3
12+ years,8778.0810000000001,5861.2965000000004,7960.0150000000003,45107,13368.537
Total,83724.195999999996,66862.131500000003,114841.553,42674,92651.713499999998
Total,83724.195999999996,66862.131500000003,114841.553,42704,92385.120500000005
Total,83724.195999999996,66862.131500000003,114841.553,42735,92517.722999999998
Total,83724.195999999996,66862.131500000003,114841.553,42766,80432.304000000004
Total,83724.195999999996,66862.131500000003,114841.553,42794,103635.62549999999
Total,83724.195999999996,66862.131500000003,114841.553,42825,102996.576
Total,83724.195999999996,66862.131500000003,114841.553,42855,70965.058000000005
Total,83724.195999999996,66862.131500000003,114841.553,42886,76597.245999999999
Total,83724.195999999996,66862.131500000003,114841.553,42916,103203.433
Total,83724.195999999996,66862.131500000003,114841.553,42947,110702.579
Total,83724.195999999996,66862.131500000003,114841.553,42978,77063.587499999994
Total,83724.195999999996,66862.131500000003,114841.553,43008,121159.1005
Total,83724.195999999996,66862.131500000003,114841.553,43039,95823.7255
Total,83724.195999999996,66862.131500000003,114841.553,43069,81155.085500000001
Total,83724.195999999996,66862.131500000003,114841.553,43100,74806.216
Total,83724.195999999996,66862.131500000003,114841.553,43131,129858.39750000001
Total,83724.195999999996,66862.131500000003,114841.553,43159,114979.4195
Total,83724.195999999996,66862.131500000003,114841.553,43190,132675.31599999999
Total,83724.195999999996,66862.131500000003,114841.553,43220,100510.55100000001
Total,83724.195999999996,66862.131500000003,114841.553,43251,140367.56649999999
Total,83724.195999999996,66862.131500000003,114841.553,43281,94715.753500000006
Total,83724.195999999996,66862.131500000003,114841.553,43312,87266.445000000007
Total,83724.195999999996,66862.131500000003,114841.553,43343,82716.813500000004
Total,83724.195999999996,66862.131500000003,114841.553,43373,137428.54999999999
Total,83724.195999999996,66862.131500000003,114841.553,43404,105668.26549999999
Total,83724.195999999996,66862.131500000003,114841.553,43434,91107.620500000005
Total,83724.195999999996,66862.131500000003,114841.553,43465,90115.233500000002
Total,83724.195999999996,66862.131500000003,114841.553,43496,133334.492
Total,83724.195999999996,66862.131500000003,114841.553,43524,114964.6575
Total,83724.195999999996,66862.131500000003,114841.553,43555,155303.57550000001
Total,83724.195999999996,66862.131500000003,114841.553,43585,108223.053
Total,83724.195999999996,66862.131500000003,114841.553,43616,110372.71799999999
Total,83724.195999999996,66862.131500000003,114841.553,43646,82969.108500000002
Total,83724.195999999996,66862.131500000003,114841.553,43677,94784.444499999998
Total,83724.195999999996,66862.131500000003,114841.553,43708,89157.498000000007
Total,83724.195999999996,66862.131500000003,114841.553,43738,124845.2015
Total,83724.195999999996,66862.131500000003,114841.553,43769,107189.93550000001
Total,83724.195999999996,66862.131500000003,114841.553,43799,110694.705
Total,83724.195999999996,66862.131500000003,114841.553,43830,103403.872
Total,83724.195999999996,66862.131500000003,114841.553,43861,144724.799
Total,83724.195999999996,66862.131500000003,114841.553,43890,138428.43900000001
Total,83724.195999999996,66862.131500000003,114841.553,43921,193280.67550000001
Total,83724.195999999996,66862.131500000003,114841.553,43951,140082.84849999999
Total,83724.195999999996,66862.131500000003,114841.553,43982,155521.826
Total,83724.195999999996,66862.131500000003,114841.553,44012,142740.427
Total,83724.195999999996,66862.131500000003,114841.553,44043,131299.217
Total,83724.195999999996,66862.131500000003,114841.553,44074,169395.6225
Total,83724.195999999996,66862.131500000003,114841.553,44104,203178.38399999999
Total,83724.195999999996,66862.131500000003,114841.553,44135,155445.6165
Total,83724.195999999996,66862.131500000003,114841.553,44165,202960.12599999999
Total,83724.195999999996,66862.131500000003,114841.553,44196,171051.37349999999
Total,83724.195999999996,66862.131500000003,114841.553,44227,160980.88099999999
Total,83724.195999999996,66862.131500000003,114841.553,44255,213289.29550000001
Total,83724.195999999996,66862.131500000003,114841.553,44286,215333.1495
Total,83724.195999999996,66862.131500000003,114841.553,44316,148877.31049999999
Total,83724.195999999996,66862.131500000003,114841.553,44347,170632.905
Total,83724.195999999996,66862.131500000003,114841.553,44377,166007.29300000001
Total,83724.195999999996,66862.131500000003,114841.553,44408,151584.70199999999
Total,83724.195999999996,66862.131500000003,114841.553,44439,105566.8435
Total,83724.195999999996,66862.131500000003,114841.553,44469,133187.65599999999
Total,83724.195999999996,66862.131500000003,114841.553,44500,154203.6355
Total,83724.195999999996,66862.131500000003,114841.553,44530,155929.261
Total,83724.195999999996,66862.131500000003,114841.553,44561,113203.93150000001
Total,83724.195999999996,66862.131500000003,114841.553,44592,109659.2975
Total,83724.195999999996,66862.131500000003,114841.553,44620,108134.61350000001
Total,83724.195999999996,66862.131500000003,114841.553,44651,122744.577
Total,83724.195999999996,66862.131500000003,114841.553,44681,115018.36749999999
Total,83724.195999999996,66862.131500000003,114841.553,44712,143876.9235
Total,83724.195999999996,66862.131500000003,114841.553,44742,153016.829
Total,83724.195999999996,66862.131500000003,114841.553,44773,94919.872499999998
Total,83724.195999999996,66862.131500000003,114841.553,44804,129661.75599999999
Total,83724.195999999996,66862.131500000003,114841.553,44834,110899.0055
Total,83724.195999999996,66862.131500000003,114841.553,44865,80623.898499999996
Total,83724.195999999996,66862.131500000003,114841.553,44895,129262.29549999999
Total,83724.195999999996,66862.131500000003,114841.553,44926,97738.865999999995
Total,83724.195999999996,66862.131500000003,114841.553,44957,75909.994000000006
Total,83724.195999999996,66862.131500000003,114841.553,44985,97084.403000000006
Total,83724.195999999996,66862.131500000003,114841.553,45016,161693.98250000001
Total,83724.195999999996,66862.131500000003,114841.553,45046,90140.558000000005
Total,83724.195999999996,66862.131500000003,114841.553,45077,127920.198
Total,83724.195999999996,66862.131500000003,114841.553,45107,137277.06400000001
