Liability / Asset,Currency of Issue (all figures in AUD equivalent),Instrument,Maturity,date,value
LIABILITY,AUD,Treasury Notes,37931,2003-10-31,-1503
LIABILITY,AUD,Treasury Notes,39920,2009-03-31,-1312
LIABILITY,AUD,Treasury Notes,39969,2009-03-31,-8814
LIABILITY,AUD,Treasury Notes,39969,2009-04-30,-4771
LIABILITY,AUD,Treasury Notes,39969,2009-05-31,-820
LIABILITY,AUD,Treasury Notes,39976,2009-03-31,-11705
LIABILITY,AUD,Treasury Notes,39976,2009-04-30,-6859
LIABILITY,AUD,Treasury Notes,39976,2009-05-31,-2132
LIABILITY,AUD,Treasury Notes,39983,2009-03-31,-6416
LIABILITY,AUD,Treasury Notes,39983,2009-04-30,-3996
LIABILITY,AUD,Treasury Notes,39983,2009-05-31,-1638
LIABILITY,AUD,Treasury Notes,39990,2009-03-31,-6978
LIABILITY,AUD,Treasury Notes,39990,2009-04-30,-4562
LIABILITY,AUD,Treasury Notes,39990,2009-05-31,-2211
LIABILITY,AUD,Treasury Notes,39997,2009-04-30,-5128
LIABILITY,AUD,Treasury Notes,39997,2009-05-31,-2780
LIABILITY,AUD,Treasury Notes,39997,2009-06-30,-164
LIABILITY,AUD,Treasury Notes,40011,2009-04-30,-6255
LIABILITY,AUD,Treasury Notes,40011,2009-05-31,-3915
LIABILITY,AUD,Treasury Notes,40011,2009-06-30,-1312
LIABILITY,AUD,Treasury Notes,40018,2009-04-30,-13634
LIABILITY,AUD,Treasury Notes,40018,2009-05-31,-8961
LIABILITY,AUD,Treasury Notes,40018,2009-06-30,-15067
LIABILITY,AUD,Treasury Notes,40025,2009-04-30,0
LIABILITY,AUD,Treasury Notes,40025,2009-05-31,-10091
LIABILITY,AUD,Treasury Notes,40025,2009-06-30,-4907
LIABILITY,AUD,Treasury Notes,40032,2009-05-31,-11219
LIABILITY,AUD,Treasury Notes,40032,2009-06-30,-6045
LIABILITY,AUD,Treasury Notes,40032,2009-07-31,-985
LIABILITY,AUD,Treasury Notes,40039,2009-05-31,-12364
LIABILITY,AUD,Treasury Notes,40039,2009-06-30,-7193
LIABILITY,AUD,Treasury Notes,40039,2009-07-31,-2136
LIABILITY,AUD,Treasury Notes,40046,2009-05-31,-13464
LIABILITY,AUD,Treasury Notes,40046,2009-06-30,-8315
LIABILITY,AUD,Treasury Notes,40046,2009-07-31,-3276
LIABILITY,AUD,Treasury Notes,40053,2009-05-31,-14583
LIABILITY,AUD,Treasury Notes,40053,2009-06-30,-9444
LIABILITY,AUD,Treasury Notes,40053,2009-07-31,-4418
LIABILITY,AUD,Treasury Notes,40060,2009-03-31,-12607
LIABILITY,AUD,Treasury Notes,40060,2009-04-30,-10202
LIABILITY,AUD,Treasury Notes,40060,2009-05-31,-7857
LIABILITY,AUD,Treasury Notes,40060,2009-06-30,-15858
LIABILITY,AUD,Treasury Notes,40060,2009-07-31,-8337
LIABILITY,AUD,Treasury Notes,40060,2009-08-31,-738
LIABILITY,AUD,Treasury Notes,40067,2009-03-31,-21949
LIABILITY,AUD,Treasury Notes,40067,2009-04-30,-17946
LIABILITY,AUD,Treasury Notes,40067,2009-05-31,-14036
LIABILITY,AUD,Treasury Notes,40067,2009-06-30,-9749
LIABILITY,AUD,Treasury Notes,40067,2009-07-31,-5580
LIABILITY,AUD,Treasury Notes,40067,2009-08-31,-1367
LIABILITY,AUD,Treasury Notes,40074,2009-03-31,-13727
LIABILITY,AUD,Treasury Notes,40074,2009-04-30,-11328
LIABILITY,AUD,Treasury Notes,40074,2009-05-31,-8984
LIABILITY,AUD,Treasury Notes,40074,2009-06-30,-6410
LIABILITY,AUD,Treasury Notes,40074,2009-07-31,-3914
LIABILITY,AUD,Treasury Notes,40074,2009-08-31,-1393
LIABILITY,AUD,Treasury Notes,40081,2009-03-31,-14285
LIABILITY,AUD,Treasury Notes,40081,2009-04-30,-11888
LIABILITY,AUD,Treasury Notes,40081,2009-05-31,-9545
LIABILITY,AUD,Treasury Notes,40081,2009-06-30,-34831
LIABILITY,AUD,Treasury Notes,40081,2009-07-31,-22386
LIABILITY,AUD,Treasury Notes,40081,2009-08-31,-9815
LIABILITY,AUD,Treasury Notes,40088,2009-04-30,-12448
LIABILITY,AUD,Treasury Notes,40088,2009-05-31,-10106
LIABILITY,AUD,Treasury Notes,40088,2009-06-30,-7531
LIABILITY,AUD,Treasury Notes,40088,2009-07-31,-5044
LIABILITY,AUD,Treasury Notes,40088,2009-08-31,-2535
LIABILITY,AUD,Treasury Notes,40088,2009-09-30,-82
LIABILITY,AUD,Treasury Notes,40102,2009-04-30,-13566
LIABILITY,AUD,Treasury Notes,40102,2009-05-31,-11226
LIABILITY,AUD,Treasury Notes,40102,2009-06-30,-8656
LIABILITY,AUD,Treasury Notes,40102,2009-07-31,-6170
LIABILITY,AUD,Treasury Notes,40102,2009-08-31,-3670
LIABILITY,AUD,Treasury Notes,40102,2009-09-30,-1230
LIABILITY,AUD,Treasury Notes,40109,2009-04-30,-28251
LIABILITY,AUD,Treasury Notes,40109,2009-05-31,-23571
LIABILITY,AUD,Treasury Notes,40109,2009-06-30,-18435
LIABILITY,AUD,Treasury Notes,40109,2009-07-31,-51594
LIABILITY,AUD,Treasury Notes,40109,2009-08-31,-32479
LIABILITY,AUD,Treasury Notes,40109,2009-09-30,-17410
LIABILITY,AUD,Treasury Notes,40116,2009-04-30,0
LIABILITY,AUD,Treasury Notes,40116,2009-05-31,-24689
LIABILITY,AUD,Treasury Notes,40116,2009-06-30,-19557
LIABILITY,AUD,Treasury Notes,40116,2009-07-31,-14576
LIABILITY,AUD,Treasury Notes,40116,2009-08-31,-9603
LIABILITY,AUD,Treasury Notes,40116,2009-09-30,-4744
LIABILITY,AUD,Treasury Notes,40123,2009-05-31,-25804
LIABILITY,AUD,Treasury Notes,40123,2009-06-30,-20679
LIABILITY,AUD,Treasury Notes,40123,2009-07-31,-15699
LIABILITY,AUD,Treasury Notes,40123,2009-08-31,-10729
LIABILITY,AUD,Treasury Notes,40123,2009-09-30,-5881
LIABILITY,AUD,Treasury Notes,40123,2009-10-31,-985
LIABILITY,AUD,Treasury Notes,40130,2009-05-31,-26921
LIABILITY,AUD,Treasury Notes,40130,2009-06-30,-21799
LIABILITY,AUD,Treasury Notes,40130,2009-07-31,-16827
LIABILITY,AUD,Treasury Notes,40130,2009-08-31,-11851
LIABILITY,AUD,Treasury Notes,40130,2009-09-30,-7017
LIABILITY,AUD,Treasury Notes,40130,2009-10-31,-2132
LIABILITY,AUD,Treasury Notes,40137,2009-05-31,-28035
LIABILITY,AUD,Treasury Notes,40137,2009-06-30,-22919
LIABILITY,AUD,Treasury Notes,40137,2009-07-31,-17953
LIABILITY,AUD,Treasury Notes,40137,2009-08-31,-12970
LIABILITY,AUD,Treasury Notes,40137,2009-09-30,-8150
LIABILITY,AUD,Treasury Notes,40137,2009-10-31,-3275
LIABILITY,AUD,Treasury Notes,40144,2009-05-31,-29149
LIABILITY,AUD,Treasury Notes,40144,2009-06-30,-24038
LIABILITY,AUD,Treasury Notes,40144,2009-07-31,-19079
LIABILITY,AUD,Treasury Notes,40144,2009-08-31,-28176
LIABILITY,AUD,Treasury Notes,40144,2009-09-30,-18559
LIABILITY,AUD,Treasury Notes,40144,2009-10-31,-8832
LIABILITY,AUD,Treasury Notes,40151,2009-06-30,-25156
LIABILITY,AUD,Treasury Notes,40151,2009-07-31,-20203
LIABILITY,AUD,Treasury Notes,40151,2009-08-31,-15209
LIABILITY,AUD,Treasury Notes,40151,2009-09-30,-10405
LIABILITY,AUD,Treasury Notes,40151,2009-10-31,-5552
LIABILITY,AUD,Treasury Notes,40151,2009-11-30,-493
LIABILITY,AUD,Treasury Notes,40165,2009-10-31,-7816
LIABILITY,AUD,Treasury Notes,40165,2009-11-30,-2785
LIABILITY,AUD,Treasury Notes,40186,2009-10-31,-16781
LIABILITY,AUD,Treasury Notes,40186,2009-11-30,-9299
LIABILITY,AUD,Treasury Notes,40186,2009-12-31,-1724
LIABILITY,AUD,Treasury Notes,40193,2009-04-30,-20777
LIABILITY,AUD,Treasury Notes,40193,2009-05-31,-18447
LIABILITY,AUD,Treasury Notes,40193,2009-06-30,-15902
LIABILITY,AUD,Treasury Notes,40193,2009-07-31,-13444
LIABILITY,AUD,Treasury Notes,40193,2009-08-31,-10958
LIABILITY,AUD,Treasury Notes,40193,2009-09-30,-8559
LIABILITY,AUD,Treasury Notes,40193,2009-10-31,-6153
LIABILITY,AUD,Treasury Notes,40193,2009-11-30,-3665
LIABILITY,AUD,Treasury Notes,40193,2009-12-31,-1148
LIABILITY,AUD,Treasury Notes,40200,2009-04-30,-21329
LIABILITY,AUD,Treasury Notes,40200,2009-05-31,-18997
LIABILITY,AUD,Treasury Notes,40200,2009-06-30,-32907
LIABILITY,AUD,Treasury Notes,40200,2009-07-31,-69990
LIABILITY,AUD,Treasury Notes,40200,2009-08-31,-80594
LIABILITY,AUD,Treasury Notes,40200,2009-09-30,-63840
LIABILITY,AUD,Treasury Notes,40200,2009-10-31,-53673
LIABILITY,AUD,Treasury Notes,40200,2009-11-30,-33838
LIABILITY,AUD,Treasury Notes,40200,2009-12-31,-13746
LIABILITY,AUD,Treasury Notes,40207,2009-04-30,0
LIABILITY,AUD,Treasury Notes,40207,2009-05-31,-19547
LIABILITY,AUD,Treasury Notes,40207,2009-06-30,-17004
LIABILITY,AUD,Treasury Notes,40207,2009-07-31,-14551
LIABILITY,AUD,Treasury Notes,40207,2009-08-31,-12067
LIABILITY,AUD,Treasury Notes,40207,2009-09-30,-9679
LIABILITY,AUD,Treasury Notes,40207,2009-10-31,-7265
LIABILITY,AUD,Treasury Notes,40207,2009-11-30,-4793
LIABILITY,AUD,Treasury Notes,40207,2009-12-31,-2287
LIABILITY,AUD,Treasury Notes,40214,2009-05-31,-20096
LIABILITY,AUD,Treasury Notes,40214,2009-06-30,-17552
LIABILITY,AUD,Treasury Notes,40214,2009-07-31,-15102
LIABILITY,AUD,Treasury Notes,40214,2009-08-31,-12620
LIABILITY,AUD,Treasury Notes,40214,2009-09-30,-10238
LIABILITY,AUD,Treasury Notes,40214,2009-10-31,-7826
LIABILITY,AUD,Treasury Notes,40214,2009-11-30,-5354
LIABILITY,AUD,Treasury Notes,40214,2009-12-31,-2856
LIABILITY,AUD,Treasury Notes,40214,2010-01-31,-492
LIABILITY,AUD,Treasury Notes,40221,2009-05-31,-20643
LIABILITY,AUD,Treasury Notes,40221,2009-06-30,-18102
LIABILITY,AUD,Treasury Notes,40221,2009-07-31,-15654
LIABILITY,AUD,Treasury Notes,40221,2009-08-31,-13173
LIABILITY,AUD,Treasury Notes,40221,2009-09-30,-10794
LIABILITY,AUD,Treasury Notes,40221,2009-10-31,-19567
LIABILITY,AUD,Treasury Notes,40221,2009-11-30,-13796
LIABILITY,AUD,Treasury Notes,40221,2009-12-31,-11406
LIABILITY,AUD,Treasury Notes,40221,2010-01-31,-3553
LIABILITY,AUD,Treasury Notes,40228,2009-05-31,-21191
LIABILITY,AUD,Treasury Notes,40228,2009-06-30,-18648
LIABILITY,AUD,Treasury Notes,40228,2009-07-31,-16205
LIABILITY,AUD,Treasury Notes,40228,2009-08-31,-13723
LIABILITY,AUD,Treasury Notes,40228,2009-09-30,-11352
LIABILITY,AUD,Treasury Notes,40228,2009-10-31,-8946
LIABILITY,AUD,Treasury Notes,40228,2009-11-30,-6469
LIABILITY,AUD,Treasury Notes,40228,2009-12-31,-3986
LIABILITY,AUD,Treasury Notes,40228,2010-01-31,-1637
LIABILITY,AUD,Treasury Notes,40235,2009-05-31,-21737
LIABILITY,AUD,Treasury Notes,40235,2009-06-30,-19195
LIABILITY,AUD,Treasury Notes,40235,2009-07-31,-16754
LIABILITY,AUD,Treasury Notes,40235,2009-08-31,-14274
LIABILITY,AUD,Treasury Notes,40235,2009-09-30,-11909
LIABILITY,AUD,Treasury Notes,40235,2009-10-31,-9506
LIABILITY,AUD,Treasury Notes,40235,2009-11-30,-49181
LIABILITY,AUD,Treasury Notes,40235,2009-12-31,-31843
LIABILITY,AUD,Treasury Notes,40235,2010-01-31,-17650
LIABILITY,AUD,Treasury Notes,40242,2009-06-30,-19740
LIABILITY,AUD,Treasury Notes,40242,2009-07-31,-17301
LIABILITY,AUD,Treasury Notes,40242,2009-08-31,-14823
LIABILITY,AUD,Treasury Notes,40242,2009-09-30,-12465
LIABILITY,AUD,Treasury Notes,40242,2009-10-31,-10065
LIABILITY,AUD,Treasury Notes,40242,2009-11-30,-7587
LIABILITY,AUD,Treasury Notes,40242,2009-12-31,-5109
LIABILITY,AUD,Treasury Notes,40242,2010-01-31,-2775
LIABILITY,AUD,Treasury Notes,40242,2010-02-28,-492
LIABILITY,AUD,Treasury Notes,40249,2009-12-31,-17009
LIABILITY,AUD,Treasury Notes,40249,2010-01-31,-14475
LIABILITY,AUD,Treasury Notes,40249,2010-02-28,-4618
LIABILITY,AUD,Treasury Notes,40263,2010-01-31,-11912
LIABILITY,AUD,Treasury Notes,40263,2010-02-28,-5886
LIABILITY,AUD,Treasury Notes,40277,2009-10-31,-12827
LIABILITY,AUD,Treasury Notes,40277,2009-11-30,-10374
LIABILITY,AUD,Treasury Notes,40277,2009-12-31,-7896
LIABILITY,AUD,Treasury Notes,40277,2010-01-31,-5586
LIABILITY,AUD,Treasury Notes,40277,2010-02-28,-3341
LIABILITY,AUD,Treasury Notes,40277,2010-03-31,-655
LIABILITY,AUD,Treasury Notes,40291,2009-10-31,-13922
LIABILITY,AUD,Treasury Notes,40291,2009-11-30,-11479
LIABILITY,AUD,Treasury Notes,40291,2009-12-31,-18024
LIABILITY,AUD,Treasury Notes,40291,2010-01-31,-26794
LIABILITY,AUD,Treasury Notes,40291,2010-02-28,-34255
LIABILITY,AUD,Treasury Notes,40291,2010-03-31,-13797
LIABILITY,AUD,Treasury Notes,40305,2010-01-31,-15624
LIABILITY,AUD,Treasury Notes,40305,2010-02-28,-33527
LIABILITY,AUD,Treasury Notes,40305,2010-03-31,-17611
LIABILITY,AUD,Treasury Notes,40305,2010-04-30,-2951
LIABILITY,AUD,Treasury Notes,40319,2009-11-30,-27360
LIABILITY,AUD,Treasury Notes,40319,2009-12-31,-44928
LIABILITY,AUD,Treasury Notes,40319,2010-01-31,-53584
LIABILITY,AUD,Treasury Notes,40319,2010-02-28,-53611
LIABILITY,AUD,Treasury Notes,40319,2010-03-31,-32500
LIABILITY,AUD,Treasury Notes,40319,2010-04-30,-13089
LIABILITY,AUD,Treasury Notes,40340,2010-02-28,-16764
LIABILITY,AUD,Treasury Notes,40340,2010-03-31,-45921
LIABILITY,AUD,Treasury Notes,40340,2010-04-30,-26693
LIABILITY,AUD,Treasury Notes,40340,2010-05-31,-6561
LIABILITY,AUD,Treasury Notes,40354,2010-03-31,-13698
LIABILITY,AUD,Treasury Notes,40354,2010-04-30,-8921
LIABILITY,AUD,Treasury Notes,40354,2010-05-31,-3923
LIABILITY,AUD,Treasury Notes,40382,2010-02-28,-11704
LIABILITY,AUD,Treasury Notes,40382,2010-03-31,-18140
LIABILITY,AUD,Treasury Notes,40382,2010-04-30,-49028
LIABILITY,AUD,Treasury Notes,40382,2010-05-31,-30944
LIABILITY,AUD,Treasury Notes,40382,2010-06-30,-13191
LIABILITY,AUD,Treasury Notes,40403,2010-03-31,-10728
LIABILITY,AUD,Treasury Notes,40403,2010-04-30,-44533
LIABILITY,AUD,Treasury Notes,40403,2010-05-31,-55009
LIABILITY,AUD,Treasury Notes,40403,2010-06-30,-32640
LIABILITY,AUD,Treasury Notes,40403,2010-07-31,-9943
LIABILITY,AUD,Treasury Notes,40431,2010-04-30,-10575
LIABILITY,AUD,Treasury Notes,40431,2010-05-31,-8115
LIABILITY,AUD,Treasury Notes,40431,2010-06-30,-17206
LIABILITY,AUD,Treasury Notes,40431,2010-07-31,-10008
LIABILITY,AUD,Treasury Notes,40431,2010-08-31,-2216
LIABILITY,AUD,Treasury Notes,40445,2010-05-31,-43040
LIABILITY,AUD,Treasury Notes,40445,2010-06-30,-59296
LIABILITY,AUD,Treasury Notes,40445,2010-07-31,-38651
LIABILITY,AUD,Treasury Notes,40445,2010-08-31,-16291
LIABILITY,AUD,Treasury Notes,40473,2010-06-30,-12080
LIABILITY,AUD,Treasury Notes,40473,2010-07-31,-49012
LIABILITY,AUD,Treasury Notes,40473,2010-08-31,-57957
LIABILITY,AUD,Treasury Notes,40473,2010-09-30,-31477
LIABILITY,AUD,Treasury Notes,40494,2010-08-31,-40700
LIABILITY,AUD,Treasury Notes,40494,2010-09-30,-30737
LIABILITY,AUD,Treasury Notes,40494,2010-10-31,-9589
LIABILITY,AUD,Treasury Notes,40508,2010-05-31,-42493
LIABILITY,AUD,Treasury Notes,40508,2010-06-30,-59118
LIABILITY,AUD,Treasury Notes,40508,2010-07-31,-47328
LIABILITY,AUD,Treasury Notes,40508,2010-08-31,-53065
LIABILITY,AUD,Treasury Notes,40508,2010-09-30,-43855
LIABILITY,AUD,Treasury Notes,40508,2010-10-31,-21307
LIABILITY,AUD,Treasury Notes,40515,2010-09-30,-20382
LIABILITY,AUD,Treasury Notes,40515,2010-10-31,-13856
LIABILITY,AUD,Treasury Notes,40515,2010-11-30,-820
LIABILITY,AUD,Treasury Notes,40529,2010-06-30,-26937
LIABILITY,AUD,Treasury Notes,40529,2010-07-31,-22253
LIABILITY,AUD,Treasury Notes,40529,2010-08-31,-40094
LIABILITY,AUD,Treasury Notes,40529,2010-09-30,-41363
LIABILITY,AUD,Treasury Notes,40529,2010-10-31,-25988
LIABILITY,AUD,Treasury Notes,40529,2010-11-30,-8730
LIABILITY,AUD,Treasury Notes,40564,2010-08-31,-11352
LIABILITY,AUD,Treasury Notes,40564,2010-09-30,-47817
LIABILITY,AUD,Treasury Notes,40564,2010-10-31,-106899
LIABILITY,AUD,Treasury Notes,40564,2010-11-30,-97898
LIABILITY,AUD,Treasury Notes,40564,2010-12-31,-38705
LIABILITY,AUD,Treasury Notes,40585,2010-09-30,-42489
LIABILITY,AUD,Treasury Notes,40585,2010-10-31,-33373
LIABILITY,AUD,Treasury Notes,40585,2010-11-30,-34848
LIABILITY,AUD,Treasury Notes,40585,2010-12-31,-43345
LIABILITY,AUD,Treasury Notes,40585,2011-01-31,-10657
LIABILITY,AUD,Treasury Notes,40599,2010-10-31,-50436
LIABILITY,AUD,Treasury Notes,40599,2010-11-30,-96769
LIABILITY,AUD,Treasury Notes,40599,2010-12-31,-62388
LIABILITY,AUD,Treasury Notes,40599,2011-01-31,-27444
LIABILITY,AUD,Treasury Notes,40613,2011-01-31,-8248
LIABILITY,AUD,Treasury Notes,40613,2011-02-28,-2185
LIABILITY,AUD,Treasury Notes,40627,2010-11-30,-18267
LIABILITY,AUD,Treasury Notes,40627,2010-12-31,-20027
LIABILITY,AUD,Treasury Notes,40627,2011-01-31,-37953
LIABILITY,AUD,Treasury Notes,40627,2011-02-28,-24179
LIABILITY,AUD,Treasury Notes,40662,2010-11-30,-47541
LIABILITY,AUD,Treasury Notes,40662,2010-12-31,-56656
LIABILITY,AUD,Treasury Notes,40662,2011-01-31,-93213
LIABILITY,AUD,Treasury Notes,40662,2011-02-28,-111433
LIABILITY,AUD,Treasury Notes,40662,2011-03-31,-53312
LIABILITY,AUD,Treasury Notes,40676,2011-02-28,-27473
LIABILITY,AUD,Treasury Notes,40676,2011-03-31,-15935
LIABILITY,AUD,Treasury Notes,40676,2011-04-30,-4967
LIABILITY,AUD,Treasury Notes,40690,2011-01-31,-30720
LIABILITY,AUD,Treasury Notes,40690,2011-02-28,-46600
LIABILITY,AUD,Treasury Notes,40690,2011-03-31,-46874
LIABILITY,AUD,Treasury Notes,40690,2011-04-30,-22772
LIABILITY,AUD,Treasury Notes,40704,2011-03-31,-16951
LIABILITY,AUD,Treasury Notes,40704,2011-04-30,-13336
LIABILITY,AUD,Treasury Notes,40704,2011-05-31,-2951
LIABILITY,AUD,Treasury Notes,40746,2011-02-28,-22811
LIABILITY,AUD,Treasury Notes,40746,2011-03-31,-17940
LIABILITY,AUD,Treasury Notes,40746,2011-04-30,-64533
LIABILITY,AUD,Treasury Notes,40746,2011-05-31,-89617
LIABILITY,AUD,Treasury Notes,40746,2011-06-30,-42915
LIABILITY,AUD,Treasury Notes,40767,2011-04-30,-27799
LIABILITY,AUD,Treasury Notes,40767,2011-05-31,-61941
LIABILITY,AUD,Treasury Notes,40767,2011-06-30,-64878
LIABILITY,AUD,Treasury Notes,40767,2011-07-31,-20229
LIABILITY,AUD,Treasury Notes,40795,2011-03-31,-38471
LIABILITY,AUD,Treasury Notes,40795,2011-04-30,-31679
LIABILITY,AUD,Treasury Notes,40795,2011-05-31,-24063
LIABILITY,AUD,Treasury Notes,40795,2011-06-30,-45201
LIABILITY,AUD,Treasury Notes,40795,2011-07-31,-37784
LIABILITY,AUD,Treasury Notes,40795,2011-08-31,-7435
LIABILITY,AUD,Treasury Notes,40837,2011-06-30,-14945
LIABILITY,AUD,Treasury Notes,40837,2011-07-31,-62303
LIABILITY,AUD,Treasury Notes,40837,2011-08-31,-79805
LIABILITY,AUD,Treasury Notes,40837,2011-09-30,-32166
LIABILITY,AUD,Treasury Notes,40858,2011-07-31,-27785
LIABILITY,AUD,Treasury Notes,40858,2011-08-31,-63071
LIABILITY,AUD,Treasury Notes,40858,2011-09-30,-70041
LIABILITY,AUD,Treasury Notes,40858,2011-10-31,-17221
LIABILITY,AUD,Treasury Notes,40893,2011-09-30,-40877
LIABILITY,AUD,Treasury Notes,40893,2011-10-31,-36582
LIABILITY,AUD,Treasury Notes,40893,2011-11-30,-12280
LIABILITY,AUD,Treasury Notes,40942,2011-10-31,-75566
LIABILITY,AUD,Treasury Notes,40942,2011-11-30,-69114
LIABILITY,AUD,Treasury Notes,40942,2011-12-31,-36968
LIABILITY,AUD,Treasury Notes,40942,2012-01-31,-2189
LIABILITY,AUD,Treasury Notes,40963,2011-11-30,-34265
LIABILITY,AUD,Treasury Notes,40963,2011-12-31,-44650
LIABILITY,AUD,Treasury Notes,40963,2012-01-31,-18805
LIABILITY,AUD,Treasury Notes,40977,2011-10-31,-34492
LIABILITY,AUD,Treasury Notes,40977,2011-11-30,-66419
LIABILITY,AUD,Treasury Notes,40977,2011-12-31,-83776
LIABILITY,AUD,Treasury Notes,40977,2012-01-31,-45243
LIABILITY,AUD,Treasury Notes,40977,2012-02-29,-9846
LIABILITY,AUD,Treasury Notes,41026,2011-12-31,-31637
LIABILITY,AUD,Treasury Notes,41026,2012-01-31,-23132
LIABILITY,AUD,Treasury Notes,41026,2012-02-29,-61654
LIABILITY,AUD,Treasury Notes,41026,2012-03-31,-29409
LIABILITY,AUD,Treasury Notes,41040,2012-02-29,-76560
LIABILITY,AUD,Treasury Notes,41040,2012-03-31,-66772
LIABILITY,AUD,Treasury Notes,41040,2012-04-30,-16403
LIABILITY,AUD,Treasury Notes,41068,2012-02-29,-42496
LIABILITY,AUD,Treasury Notes,41068,2012-03-31,-76326
LIABILITY,AUD,Treasury Notes,41068,2012-04-30,-42340
LIABILITY,AUD,Treasury Notes,41068,2012-05-31,-7852
LIABILITY,AUD,Treasury Notes,41117,2012-03-31,-47419
LIABILITY,AUD,Treasury Notes,41117,2012-04-30,-81940
LIABILITY,AUD,Treasury Notes,41117,2012-05-31,-91144
LIABILITY,AUD,Treasury Notes,41117,2012-06-30,-42530
LIABILITY,AUD,Treasury Notes,41131,2012-04-30,-27137
LIABILITY,AUD,Treasury Notes,41131,2012-05-31,-28419
LIABILITY,AUD,Treasury Notes,41131,2012-06-30,-21758
LIABILITY,AUD,Treasury Notes,41131,2012-07-31,-4924
LIABILITY,AUD,Treasury Notes,41159,2012-05-31,-26428
LIABILITY,AUD,Treasury Notes,41159,2012-06-30,-64401
LIABILITY,AUD,Treasury Notes,41159,2012-07-31,-40267
LIABILITY,AUD,Treasury Notes,41159,2012-08-31,-6563
LIABILITY,AUD,Treasury Notes,41208,2012-06-30,-31483
LIABILITY,AUD,Treasury Notes,41208,2012-07-31,-69587
LIABILITY,AUD,Treasury Notes,41208,2012-08-31,-89484
LIABILITY,AUD,Treasury Notes,41208,2012-09-30,-44164
LIABILITY,AUD,Treasury Notes,41222,2012-07-31,-26934
LIABILITY,AUD,Treasury Notes,41222,2012-08-31,-65322
LIABILITY,AUD,Treasury Notes,41222,2012-09-30,-50173
LIABILITY,AUD,Treasury Notes,41222,2012-10-31,-9850
LIABILITY,AUD,Treasury Notes,41257,2012-08-31,-42009
LIABILITY,AUD,Treasury Notes,41257,2012-09-30,-51363
LIABILITY,AUD,Treasury Notes,41257,2012-10-31,-35085
LIABILITY,AUD,Treasury Notes,41257,2012-11-30,-10665
LIABILITY,AUD,Treasury Notes,41299,2012-09-30,-79407
LIABILITY,AUD,Treasury Notes,41299,2012-10-31,-103323
LIABILITY,AUD,Treasury Notes,41299,2012-11-30,-82118
LIABILITY,AUD,Treasury Notes,41299,2012-12-31,-36023
LIABILITY,AUD,Treasury Notes,41313,2012-09-30,-17751
LIABILITY,AUD,Treasury Notes,41313,2012-10-31,-66763
LIABILITY,AUD,Treasury Notes,41313,2012-11-30,-84094
LIABILITY,AUD,Treasury Notes,41313,2012-12-31,-67249
LIABILITY,AUD,Treasury Notes,41313,2013-01-31,-12453
LIABILITY,AUD,Treasury Notes,41355,2012-10-31,-37950
LIABILITY,AUD,Treasury Notes,41355,2012-11-30,-104729
LIABILITY,AUD,Treasury Notes,41355,2012-12-31,-97380
LIABILITY,AUD,Treasury Notes,41355,2013-01-31,-66600
LIABILITY,AUD,Treasury Notes,41355,2013-02-28,-28667
LIABILITY,AUD,Treasury Notes,41376,2012-11-30,-71047
LIABILITY,AUD,Treasury Notes,41376,2012-12-31,-109033
LIABILITY,AUD,Treasury Notes,41376,2013-01-31,-113804
LIABILITY,AUD,Treasury Notes,41376,2013-02-28,-68577
LIABILITY,AUD,Treasury Notes,41376,2013-03-31,-22963
LIABILITY,AUD,Treasury Notes,41418,2012-12-31,-38492
LIABILITY,AUD,Treasury Notes,41418,2013-01-31,-60455
LIABILITY,AUD,Treasury Notes,41418,2013-02-28,-136278
LIABILITY,AUD,Treasury Notes,41418,2013-03-31,-98822
LIABILITY,AUD,Treasury Notes,41418,2013-04-30,-40807
LIABILITY,AUD,Treasury Notes,41432,2013-02-28,-13228
LIABILITY,AUD,Treasury Notes,41432,2013-03-31,-85331
LIABILITY,AUD,Treasury Notes,41432,2013-04-30,-55426
LIABILITY,AUD,Treasury Notes,41432,2013-05-31,-9030
LIABILITY,AUD,Treasury Notes,41481,2013-04-30,-46498
LIABILITY,AUD,Treasury Notes,41481,2013-05-31,-52315
LIABILITY,AUD,Treasury Notes,41481,2013-06-30,-25787
LIABILITY,AUD,Treasury Notes,41509,2013-04-30,-15381
LIABILITY,AUD,Treasury Notes,41509,2013-05-31,-22467
LIABILITY,AUD,Treasury Notes,41509,2013-06-30,-14948
LIABILITY,AUD,Treasury Notes,41509,2013-07-31,-6009
LIABILITY,AUD,Treasury Notes,41544,2013-06-30,-24341
LIABILITY,AUD,Treasury Notes,41544,2013-07-31,-15492
LIABILITY,AUD,Treasury Notes,41544,2013-08-31,-7371
LIABILITY,AUD,Treasury Notes,41572,2013-07-31,-46039
LIABILITY,AUD,Treasury Notes,41572,2013-08-31,-44874
LIABILITY,AUD,Treasury Notes,41572,2013-09-30,-19663
LIABILITY,AUD,Treasury Notes,41586,2013-07-31,-26779
LIABILITY,AUD,Treasury Notes,41586,2013-08-31,-46826
LIABILITY,AUD,Treasury Notes,41586,2013-09-30,-25893
LIABILITY,AUD,Treasury Notes,41586,2013-10-31,-4790
LIABILITY,AUD,Treasury Notes,41663,2013-09-30,-15541
LIABILITY,AUD,Treasury Notes,41663,2013-10-31,-56886
