Liability / Asset,Currency of Issue (all figures in AUD equivalent),Instrument,Maturity,date,value
LIABILITY,AUD,Treasury Notes,Treasury Notes,2017-12-31,-67585
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-01-31,-49719
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-02-28,-46398
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-03-31,-47639
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-04-30,-51041
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-05-31,-48602
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-06-30,-43380
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-07-31,-41942
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-08-31,-41123.92
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-09-30,-34875.14
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-10-31,-50267.23
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-11-30,-48391.38
LIABILITY,AUD,Treasury Notes,Treasury Notes,2018-12-31,-55734.96
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-01-31,-40051.46
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-02-28,-43829.82
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-03-31,-40573.9
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-04-30,-43288.76
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-05-31,-56138.76
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-06-30,-51931.4
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-07-31,-61413.59
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-08-31,-151043.91
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-09-30,-191814.62
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-10-31,-262356.5
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-11-30,-333881.05
LIABILITY,AUD,Treasury Notes,Treasury Notes,2019-12-31,-369470.78
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-01-31,-390047.77
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-02-29,-385881.71
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-03-31,-473235.19
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-04-30,-1032090.72
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-05-31,-1665054.79
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-06-30,-1709048.37
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-07-31,-1788243.52
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-08-31,-1729110.87
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-09-30,-1696855.57
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-10-31,-1600472.17
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-11-30,-1486898.8
LIABILITY,AUD,Treasury Notes,Treasury Notes,2020-12-31,-1218357.71
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-01-31,-1004522.59
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-02-28,-861698.870000001
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-03-31,-742755.47
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-04-30,-597038.65
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-05-31,-526847.43
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-06-30,-476173.29
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-07-31,-512352.33
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-08-31,-508449.01
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-09-30,-537792.34
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-10-31,-669917.77
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-11-30,-738202.64
LIABILITY,AUD,Treasury Notes,Treasury Notes,2021-12-31,-609785.06
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-01-31,-454679.01
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-02-28,-427970.63
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-03-31,-448547.23
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-04-30,-431571.67
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-05-31,-310799.39
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-06-30,-286318.19
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-07-31,-349127.68
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-08-31,-369268.59
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-09-30,-416946.46
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-10-31,-500482.38
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-11-30,-578980.95
LIABILITY,AUD,Treasury Notes,Treasury Notes,2022-12-31,-484740.89
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-01-31,-414999.1
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-02-28,-498197.58
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-03-31,-682896.47
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-04-30,-595255.710000001
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-05-31,-415146.73
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-06-30,-367782.37
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-07-31,-372955.34
LIABILITY,AUD,Treasury Notes,Treasury Notes,2023-08-31,-377965.69
