date_held,tender_number_buyback_method,maturity,isin,date_settled,name,value
4212108-10-31,TBB38,4346708-09-21,AU3TB0000036,4212581-12-10,number_of_successful_offers,12
4212108-10-31,TBB38,4346708-09-21,AU3TB0000036,4212581-12-10,number_of_offers_accepted_in_full,9
4212108-10-31,TBB38,4346708-09-21,AU3TB0000036,4212581-12-10,settlement_proceeds,518239720
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,coupon,2.75
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,amount_repurchased,400000000
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,amount_of_offers,1136000000
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,weighted_average_repurchase_yield,1.905
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,lowest_accepted_yield,1.905
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,highest_accepted_yield,1.905
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,lowest_offer,1.88
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,weighted_average_offer,1.89892165492958
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,secondary_market_mid_rate,1.8916
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,number_of_offers,19
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,number_of_successful_offers,3
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,number_of_offers_accepted_in_full,3
4215420-08-09,TBB39,4304838-06-16,AU3TB0000184,4215893-09-18,settlement_proceeds,408600000
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,coupon,1.75
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,amount_repurchased,100000000
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,amount_of_offers,943000000
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,weighted_average_repurchase_yield,2.0108
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,lowest_accepted_yield,2.01
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,highest_accepted_yield,2.0125
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,lowest_offer,1.99
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,weighted_average_offer,2.0033032873807
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,secondary_market_mid_rate,2.0075
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,number_of_offers,19
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,number_of_successful_offers,5
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,number_of_offers_accepted_in_full,2
4215420-08-09,TBB39,4398750-11-10,AU000XCLWAN8,4215893-09-18,settlement_proceeds,100137400
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,coupon,2.75
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,amount_repurchased,400000000
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,amount_of_offers,1185000000
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,weighted_average_repurchase_yield,1.90375
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,lowest_accepted_yield,1.9025
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,highest_accepted_yield,1.905
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,lowest_offer,1.8825
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,weighted_average_offer,1.89796202531646
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,secondary_market_mid_rate,1.9
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,number_of_offers,14
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,number_of_successful_offers,4
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,number_of_offers_accepted_in_full,2
4218732-05-18,TBB40,4304838-06-16,AU3TB0000184,4219205-06-27,settlement_proceeds,403400000
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,coupon,1.75
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,amount_repurchased,100000000
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,amount_of_offers,1326000000
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,weighted_average_repurchase_yield,2.028075
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,lowest_accepted_yield,2.025
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,highest_accepted_yield,2.03
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,lowest_offer,2.01
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,weighted_average_offer,2.02173076923077
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,secondary_market_mid_rate,2.0238
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,number_of_offers,22
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,number_of_successful_offers,4
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,number_of_offers_accepted_in_full,3
4218732-05-18,TBB40,4398750-11-10,AU000XCLWAN8,4219205-06-27,settlement_proceeds,100178850
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,coupon,4.5
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,amount_repurchased,100000000
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,amount_of_offers,438000000
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,weighted_average_repurchase_yield,1.9954
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,lowest_accepted_yield,1.9925
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,highest_accepted_yield,2
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,lowest_offer,1.98
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,weighted_average_offer,1.99073630136986
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,secondary_market_mid_rate,1.9965
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,number_of_offers,12
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,number_of_successful_offers,8
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,number_of_offers_accepted_in_full,6
4222044-02-24,TBB41,4346708-09-21,AU3TB0000036,4222517-04-05,settlement_proceeds,103813470
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,coupon,1.75
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,amount_repurchased,400000000
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,amount_of_offers,915000000
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,weighted_average_repurchase_yield,2.0435625
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,lowest_accepted_yield,2.0425
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,highest_accepted_yield,2.045
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,lowest_offer,2.01
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,weighted_average_offer,2.03988524590164
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,secondary_market_mid_rate,2.0374
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,number_of_offers,17
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,number_of_successful_offers,5
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,number_of_offers_accepted_in_full,2
4222044-02-24,TBB41,4398750-11-10,AU000XCLWAN8,4222517-04-05,settlement_proceeds,400899500
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,coupon,4.5
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,amount_repurchased,301000000
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,amount_of_offers,1592000000
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,weighted_average_repurchase_yield,2.015
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,lowest_accepted_yield,2.015
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,highest_accepted_yield,2.015
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,lowest_offer,1.98
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,weighted_average_offer,2.01056375628141
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,secondary_market_mid_rate,2.0105
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,number_of_offers,17
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,number_of_successful_offers,4
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,number_of_offers_accepted_in_full,0
4225355-12-03,TBB42,4346708-09-21,AU3TB0000036,4225829-01-12,settlement_proceeds,312633650
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,coupon,1.75
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,amount_repurchased,699000000
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,amount_of_offers,1153000000
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,weighted_average_repurchase_yield,2.04832618025751
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,lowest_accepted_yield,2.045
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,highest_accepted_yield,2.05
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,lowest_offer,2.02
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,weighted_average_offer,2.04529271465742
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,secondary_market_mid_rate,2.0413
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,number_of_offers,14
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,number_of_successful_offers,7
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,number_of_offers_accepted_in_full,4
4225355-12-03,TBB42,4398750-11-10,AU000XCLWAN8,4225829-01-12,settlement_proceeds,694934250
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,coupon,4.5
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,amount_repurchased,550000000
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,amount_of_offers,1723000000
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,weighted_average_repurchase_yield,2.00940909090909
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,lowest_accepted_yield,2.0075
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,highest_accepted_yield,2.01
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,lowest_offer,1.98
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,weighted_average_offer,2.00303685432385
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,secondary_market_mid_rate,1.9985
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,number_of_offers,21
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,number_of_successful_offers,3
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,number_of_offers_accepted_in_full,1
4227011-10-23,TBB43,4346708-09-21,AU3TB0000036,4227484-12-01,settlement_proceeds,571521200
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,coupon,1.75
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,amount_repurchased,50000000
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,amount_of_offers,788000000
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,weighted_average_repurchase_yield,2.035
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,lowest_accepted_yield,2.035
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,highest_accepted_yield,2.035
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,lowest_offer,2.01
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,weighted_average_offer,2.0320019035533
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,secondary_market_mid_rate,2.0355
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,number_of_offers,15
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,number_of_successful_offers,6
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,number_of_offers_accepted_in_full,0
4227011-10-23,TBB43,4398750-11-10,AU000XCLWAN8,4227484-12-01,settlement_proceeds,49741500
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,coupon,4.5
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,amount_repurchased,305000000
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,amount_of_offers,2218000000
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,weighted_average_repurchase_yield,1.9197131147541
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,lowest_accepted_yield,1.9175
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,highest_accepted_yield,1.92
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,lowest_offer,1.9
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,weighted_average_offer,1.91000225428314
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,secondary_market_mid_rate,1.9123000000000001
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,number_of_offers,15
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,number_of_successful_offers,2
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,number_of_offers_accepted_in_full,1
4230323-08-01,TBB44,4346708-09-21,AU3TB0000036,4230796-09-09,settlement_proceeds,317546050
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,coupon,1.75
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,amount_repurchased,395000000
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,amount_of_offers,1223000000
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,weighted_average_repurchase_yield,1.90721518987342
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,lowest_accepted_yield,1.905
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,highest_accepted_yield,1.91
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,lowest_offer,1.885
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,weighted_average_offer,1.90109566639411
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,secondary_market_mid_rate,1.8995
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,number_of_offers,17
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,number_of_successful_offers,5
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,number_of_offers_accepted_in_full,3
4230323-08-01,TBB44,4398750-11-10,AU000XCLWAN8,4230796-09-09,settlement_proceeds,394220150
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,coupon,4.5
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,amount_repurchased,620000000
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,amount_of_offers,2373000000
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,weighted_average_repurchase_yield,1.899
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,lowest_accepted_yield,1.885
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,highest_accepted_yield,1.905
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,lowest_offer,1.86
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,weighted_average_offer,1.87861356932153
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,secondary_market_mid_rate,1.878
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,number_of_offers,28
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,number_of_successful_offers,7
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,number_of_offers_accepted_in_full,6
4238603-01-05,TBB45,4346708-09-21,AU3TB0000036,4239076-02-14,settlement_proceeds,646853850
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,coupon,1.75
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,amount_repurchased,380000000
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,amount_of_offers,1340000000
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,weighted_average_repurchase_yield,1.87499342105263
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,lowest_accepted_yield,1.8725
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,highest_accepted_yield,1.875
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,lowest_offer,1.8575
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,weighted_average_offer,1.86806343283582
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,secondary_market_mid_rate,1.8675
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,number_of_offers,19
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,number_of_successful_offers,5
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,number_of_offers_accepted_in_full,4
4238603-01-05,TBB45,4398750-11-10,AU000XCLWAN8,4239076-02-14,settlement_proceeds,380167250
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,coupon,4.5
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,amount_repurchased,208000000
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,amount_of_offers,1594000000
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,weighted_average_repurchase_yield,1.91340144230769
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,lowest_accepted_yield,1.9125
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,highest_accepted_yield,1.915
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,lowest_offer,1.9
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,weighted_average_offer,1.90678795483061
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,secondary_market_mid_rate,1.905
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,number_of_offers,21
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,number_of_successful_offers,4
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,number_of_offers_accepted_in_full,2
4240258-11-24,TBB46,4346708-09-21,AU3TB0000036,4240732-01-04,settlement_proceeds,217049910
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,coupon,1.75
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,amount_repurchased,492000000
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,amount_of_offers,952000000
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,weighted_average_repurchase_yield,1.905
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,lowest_accepted_yield,1.905
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,highest_accepted_yield,1.905
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,lowest_offer,1.885
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,weighted_average_offer,1.89950892857143
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,secondary_market_mid_rate,1.8975
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,number_of_offers,13
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,number_of_successful_offers,2
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,number_of_offers_accepted_in_full,0
4240258-11-24,TBB46,4398750-11-10,AU000XCLWAN8,4240732-01-04,settlement_proceeds,492132840
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,coupon,4.5
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,amount_repurchased,140000000
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,amount_of_offers,676000000
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,weighted_average_repurchase_yield,1.888875
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,lowest_accepted_yield,1.8875
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,highest_accepted_yield,1.89
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,lowest_offer,1.87
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,weighted_average_offer,1.88268121301775
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,secondary_market_mid_rate,1.8887
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,number_of_offers,15
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,number_of_successful_offers,5
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,number_of_offers_accepted_in_full,3
4243570-09-02,TBB47,4346708-09-21,AU3TB0000036,4244043-10-12,settlement_proceeds,146240290
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,coupon,1.75
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,amount_repurchased,260000000
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,amount_of_offers,772000000
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,weighted_average_repurchase_yield,1.8575
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,lowest_accepted_yield,1.8575
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,highest_accepted_yield,1.8575
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,lowest_offer,1.845
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,weighted_average_offer,1.85146049222798
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,secondary_market_mid_rate,1.8575
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,number_of_offers,13
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,number_of_successful_offers,1
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,number_of_offers_accepted_in_full,1
4243570-09-02,TBB47,4398750-11-10,AU000XCLWAN8,4244043-10-12,settlement_proceeds,260475800
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,coupon,4.5
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,amount_repurchased,350000000
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,amount_of_offers,1352000000
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,weighted_average_repurchase_yield,1.78838571428571
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,lowest_accepted_yield,1.785
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,highest_accepted_yield,1.79
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,lowest_offer,1.775
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,weighted_average_offer,1.78273298816568
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,secondary_market_mid_rate,1.7775
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,number_of_offers,22
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,number_of_successful_offers,7
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,number_of_offers_accepted_in_full,3
4246882-06-10,TBB48,4346708-09-21,AU3TB0000036,4247355-07-21,settlement_proceeds,366271280
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,coupon,1.75
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,amount_repurchased,50000000
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,amount_of_offers,813000000
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,weighted_average_repurchase_yield,1.78125
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,lowest_accepted_yield,1.78
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,highest_accepted_yield,1.7825
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,lowest_offer,1.7675
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,weighted_average_offer,1.77457564575646
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,secondary_market_mid_rate,1.7762
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,number_of_offers,14
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,number_of_successful_offers,4
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,number_of_offers_accepted_in_full,1
4246882-06-10,TBB48,4398750-11-10,AU000XCLWAN8,4247355-07-21,settlement_proceeds,50192750
4250194-03-19,TBB49,4346708-09-21,AU3TB0000036,4250667-04-29,coupon,4.5
4250194-03-19,TBB49,4346708-09-21,AU3TB0000036,4250667-04-29,amount_repurchased,313000000
