date_held,tender_number_buyback_method,maturity,isin,date_settled,name,value
4134282-03-08,TBB20,4218495-10-27,AU3TB0000176,4134755-04-18,number_of_successful_offers,9
4134282-03-08,TBB20,4218495-10-27,AU3TB0000176,4134755-04-18,number_of_offers_accepted_in_full,6
4134282-03-08,TBB20,4218495-10-27,AU3TB0000176,4134755-04-18,settlement_proceeds,210141630
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,coupon,5.25
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,amount_repurchased,293000000
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,amount_of_offers,800000000
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,weighted_average_repurchase_yield,1.77144197952218
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,lowest_accepted_yield,1.7675
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,highest_accepted_yield,1.775
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,lowest_offer,1.755
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,weighted_average_offer,1.766146875
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,secondary_market_mid_rate,1.7669
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,number_of_offers,17
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,number_of_successful_offers,9
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,number_of_offers_accepted_in_full,6
4134282-03-08,TBB20,4252796-04-27,AU300TB01224,4134755-04-18,settlement_proceeds,308727340
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,coupon,3.25
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,amount_repurchased,350000000
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,amount_of_offers,957000000
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,weighted_average_repurchase_yield,1.72178571428571
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,lowest_accepted_yield,1.7175
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,highest_accepted_yield,1.7275
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,lowest_offer,1.69
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,weighted_average_offer,1.71546238244514
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,secondary_market_mid_rate,1.7138
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,number_of_offers,20
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,number_of_successful_offers,11
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,number_of_offers_accepted_in_full,8
4135938-01-26,TBB21,4218495-10-27,AU3TB0000176,4136411-03-07,settlement_proceeds,355581160
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,coupon,2.75
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,amount_repurchased,50000000
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,amount_of_offers,804000000
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,weighted_average_repurchase_yield,1.7725
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,lowest_accepted_yield,1.7725
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,highest_accepted_yield,1.7725
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,lowest_offer,1.765
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,weighted_average_offer,1.76989427860697
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,secondary_market_mid_rate,1.77
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,number_of_offers,12
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,number_of_successful_offers,2
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,number_of_offers_accepted_in_full,0
4135938-01-26,TBB21,4304838-06-16,AU3TB0000184,4136411-03-07,settlement_proceeds,51000500
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,coupon,5.25
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,amount_repurchased,180000000
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,amount_of_offers,466000000
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,weighted_average_repurchase_yield,1.73555555555556
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,lowest_accepted_yield,1.7325
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,highest_accepted_yield,1.7375
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,lowest_offer,1.7225
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,weighted_average_offer,1.7319313304721
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,secondary_market_mid_rate,1.732
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,number_of_offers,13
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,number_of_successful_offers,5
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,number_of_offers_accepted_in_full,3
4139249-11-03,TBB22,4252796-04-27,AU300TB01224,4139722-12-14,settlement_proceeds,189942450
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,coupon,2.75
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,amount_repurchased,220000000
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,amount_of_offers,618000000
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,weighted_average_repurchase_yield,1.78477272727273
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,lowest_accepted_yield,1.78
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,highest_accepted_yield,1.7875
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,lowest_offer,1.7725
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,weighted_average_offer,1.77934870550162
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,secondary_market_mid_rate,1.781
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,number_of_offers,15
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,number_of_successful_offers,8
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,number_of_offers_accepted_in_full,4
4139249-11-03,TBB22,4304838-06-16,AU3TB0000184,4139722-12-14,settlement_proceeds,224504050
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,coupon,3.25
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,amount_repurchased,215000000
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,amount_of_offers,699000000
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,weighted_average_repurchase_yield,1.68604651162791
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,lowest_accepted_yield,1.685
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,highest_accepted_yield,1.7
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,lowest_offer,1.67
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,weighted_average_offer,1.68059728183119
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,secondary_market_mid_rate,1.6752
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,number_of_offers,10
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,number_of_successful_offers,2
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,number_of_offers_accepted_in_full,2
4142561-08-12,TBB23,4218495-10-27,AU3TB0000176,4143034-09-22,settlement_proceeds,218784200
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,coupon,5.25
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,amount_repurchased,185000000
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,amount_of_offers,1003000000
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,weighted_average_repurchase_yield,1.725
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,lowest_accepted_yield,1.725
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,highest_accepted_yield,1.725
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,lowest_offer,1.71
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,weighted_average_offer,1.72018444666002
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,secondary_market_mid_rate,1.7188
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,number_of_offers,18
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,number_of_successful_offers,2
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,number_of_offers_accepted_in_full,0
4142561-08-12,TBB23,4252796-04-27,AU300TB01224,4143034-09-22,settlement_proceeds,195374800
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,coupon,3.25
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,amount_repurchased,400000000
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,amount_of_offers,845000000
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,weighted_average_repurchase_yield,1.71189375
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,lowest_accepted_yield,1.7075
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,highest_accepted_yield,1.7175
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,lowest_offer,1.695
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,weighted_average_offer,1.7056449704142
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,secondary_market_mid_rate,1.705
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,number_of_offers,18
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,number_of_successful_offers,12
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,number_of_offers_accepted_in_full,8
4144217-07-02,TBB24,4218495-10-27,AU3TB0000176,4144690-08-11,settlement_proceeds,407082160
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,coupon,5.25
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,amount_repurchased,100000000
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,amount_of_offers,754000000
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,weighted_average_repurchase_yield,1.76525
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,lowest_accepted_yield,1.765
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,highest_accepted_yield,1.7675
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,lowest_offer,1.7475
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,weighted_average_offer,1.75964522546419
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,secondary_market_mid_rate,1.7638
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,number_of_offers,18
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,number_of_successful_offers,8
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,number_of_offers_accepted_in_full,1
4144217-07-02,TBB24,4252796-04-27,AU300TB01224,4144690-08-11,settlement_proceeds,105591700
4149894-10-28,RBA,4153916-04-06,AU3TB0000093,4150131-05-19,coupon,5.5
4149894-10-28,RBA,4153916-04-06,AU3TB0000093,4150131-05-19,amount_repurchased,1312350000
4152970-01-15,Syndication,4218495-10-27,AU3TB0000176,4154862-06-25,coupon,3.25
4152970-01-15,Syndication,4218495-10-27,AU3TB0000176,4154862-06-25,amount_repurchased,22000000
4152970-01-15,Syndication,4218495-10-27,AU3TB0000176,4154862-06-25,weighted_average_repurchase_yield,1.69
4152970-01-15,Syndication,4218495-10-27,AU3TB0000176,4154862-06-25,settlement_proceeds,22438240
4152970-01-15,Syndication,4252796-04-27,AU300TB01224,4154862-06-25,coupon,5.25
4152970-01-15,Syndication,4252796-04-27,AU300TB01224,4154862-06-25,amount_repurchased,1804000000
4152970-01-15,Syndication,4252796-04-27,AU300TB01224,4154862-06-25,weighted_average_repurchase_yield,1.78
4152970-01-15,Syndication,4252796-04-27,AU300TB01224,4154862-06-25,settlement_proceeds,1908541800
4152970-01-15,Syndication,4304838-06-16,AU3TB0000184,4154862-06-25,coupon,2.75
4152970-01-15,Syndication,4304838-06-16,AU3TB0000184,4154862-06-25,amount_repurchased,1165000000
4152970-01-15,Syndication,4304838-06-16,AU3TB0000184,4154862-06-25,weighted_average_repurchase_yield,1.92
4152970-01-15,Syndication,4304838-06-16,AU3TB0000184,4154862-06-25,settlement_proceeds,1189861100
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,coupon,5.25
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,amount_repurchased,300000000
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,amount_of_offers,591000000
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,weighted_average_repurchase_yield,1.7725
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,lowest_accepted_yield,1.7725
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,highest_accepted_yield,1.7725
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,lowest_offer,1.76
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,weighted_average_offer,1.76913705583756
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,secondary_market_mid_rate,1.7625
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,number_of_offers,11
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,number_of_successful_offers,3
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,number_of_offers_accepted_in_full,0
4157464-08-03,TBB25,4252796-04-27,AU300TB01224,4157937-09-13,settlement_proceeds,317613000
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,coupon,2.75
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,amount_repurchased,100000000
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,amount_of_offers,589000000
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,weighted_average_repurchase_yield,1.89675
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,lowest_accepted_yield,1.895
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,highest_accepted_yield,1.9
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,lowest_offer,1.885
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,weighted_average_offer,1.89247453310696
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,secondary_market_mid_rate,1.895
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,number_of_offers,20
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,number_of_successful_offers,11
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,number_of_offers_accepted_in_full,3
4157464-08-03,TBB25,4304838-06-16,AU3TB0000184,4157937-09-13,settlement_proceeds,102243200
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,coupon,5.25
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,amount_repurchased,192000000
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,amount_of_offers,526000000
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,weighted_average_repurchase_yield,1.8065625
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,lowest_accepted_yield,1.805
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,highest_accepted_yield,1.81
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,lowest_offer,1.79
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,weighted_average_offer,1.80260456273764
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,secondary_market_mid_rate,1.802
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,number_of_offers,15
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,number_of_successful_offers,7
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,number_of_offers_accepted_in_full,3
4162432-03-31,TBB26,4252796-04-27,AU300TB01224,4162905-05-11,settlement_proceeds,203411250
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,coupon,2.75
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,amount_repurchased,208000000
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,amount_of_offers,614000000
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,weighted_average_repurchase_yield,1.87276442307692
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,lowest_accepted_yield,1.87
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,highest_accepted_yield,1.875
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,lowest_offer,1.805
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,weighted_average_offer,1.86660830618893
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,secondary_market_mid_rate,1.8655
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,number_of_offers,16
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,number_of_successful_offers,6
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,number_of_offers_accepted_in_full,4
4162432-03-31,TBB26,4304838-06-16,AU3TB0000184,4162905-05-11,settlement_proceeds,212978640
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,coupon,5.25
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,amount_repurchased,358000000
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,amount_of_offers,973000000
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,weighted_average_repurchase_yield,1.86171787709497
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,lowest_accepted_yield,1.86
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,highest_accepted_yield,1.87
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,lowest_offer,1.845
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,weighted_average_offer,1.8574717368962
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,secondary_market_mid_rate,1.8555
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,number_of_offers,22
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,number_of_successful_offers,8
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,number_of_offers_accepted_in_full,3
4167399-11-27,TBB27,4252796-04-27,AU300TB01224,4167873-01-06,settlement_proceeds,370073990
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,coupon,4.5
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,amount_repurchased,442000000
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,amount_of_offers,1007000000
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,weighted_average_repurchase_yield,1.96373868778281
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,lowest_accepted_yield,1.9625
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,highest_accepted_yield,1.9675
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,lowest_offer,1.95
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,weighted_average_offer,1.95987090367428
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,secondary_market_mid_rate,1.9596
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,number_of_offers,20
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,number_of_successful_offers,9
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,number_of_offers_accepted_in_full,4
4167399-11-27,TBB27,4346708-09-21,AU3TB0000036,4167873-01-06,settlement_proceeds,473189830
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,coupon,2.75
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,amount_repurchased,500000000
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,amount_of_offers,1103000000
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,weighted_average_repurchase_yield,1.97692
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,lowest_accepted_yield,1.97
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,highest_accepted_yield,1.9825
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,lowest_offer,1.9525
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,weighted_average_offer,1.97023572076156
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,secondary_market_mid_rate,1.97
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,number_of_offers,18
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,number_of_successful_offers,9
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,number_of_offers_accepted_in_full,6
4172840-09-03,TBB28,4304838-06-16,AU3TB0000184,4173313-10-14,settlement_proceeds,512338320
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,coupon,4.5
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,amount_repurchased,100000000
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,amount_of_offers,510000000
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,weighted_average_repurchase_yield,2.052125
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,lowest_accepted_yield,2.05
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,highest_accepted_yield,2.0525
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,lowest_offer,2.0375
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,weighted_average_offer,2.04723039215686
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,secondary_market_mid_rate,2.047
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,number_of_offers,12
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,number_of_successful_offers,5
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,number_of_offers_accepted_in_full,2
4172840-09-03,TBB28,4346708-09-21,AU3TB0000036,4173313-10-14,settlement_proceeds,104760750
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,coupon,2.75
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,amount_repurchased,219000000
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,amount_of_offers,492000000
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,weighted_average_repurchase_yield,2.05969178082192
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,lowest_accepted_yield,2.0575
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,highest_accepted_yield,2.07
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,lowest_offer,2.045
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,weighted_average_offer,2.05466463414634
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,secondary_market_mid_rate,2.055
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,number_of_offers,13
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,number_of_successful_offers,6
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,number_of_offers_accepted_in_full,3
4175679-05-03,TBB29,4304838-06-16,AU3TB0000184,4176389-01-01,settlement_proceeds,221283740
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,coupon,4.5
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,amount_repurchased,281000000
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,amount_of_offers,538000000
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,weighted_average_repurchase_yield,2.12683274021352
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,lowest_accepted_yield,2.1225
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,highest_accepted_yield,2.1275
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,lowest_offer,2.1125
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,weighted_average_offer,2.12243959107807
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,secondary_market_mid_rate,2.1233
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,number_of_offers,15
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,number_of_successful_offers,5
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,number_of_offers_accepted_in_full,3
4175679-05-03,TBB29,4346708-09-21,AU3TB0000036,4176389-01-01,settlement_proceeds,294177030
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,coupon,5.25
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,amount_repurchased,189000000
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,amount_of_offers,1051000000
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,weighted_average_repurchase_yield,1.88099206349206
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,lowest_accepted_yield,1.88
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,highest_accepted_yield,1.8825
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,lowest_offer,1.87
4178991-02-09,TBB30,4252796-04-27,AU300TB01224,4179464-03-21,weighted_average_offer,1.87533301617507
